payment_id,loan_id,payment_date,due_amount,paid_amount,days_late,payment_status
PAY031488,LN00468,2026-07-03,2714.65,,3,Late
PAY004074,LN01029,2025-11-03,9092.04,19801.55,30,Missed
PAY033671,LN05437,2025-09-13,10026.21,7977.01,30,Missed
PAY010011,LN99999,2026-07-31,19997.92,7907.43,30,Missed
PAY023155,LN00946,2025-05-15,11293.8,11917.23,3,Late
PAY016326,LN00385,2024-09-10,2547.02,3908.45,10,Late
PAY035404,LN01353,2025-08-07,17049.3,2740.13,0,On Time
PAY001661,LN03738,2026-08-07,7245.45,6232.35,0,On Time
PAY038584,LN04221,2025-11-24,13191.41,1263.78,0,On Time
PAY012492,LN01856,2026-02-01,3751.51,7501.33,0,On Time
PAY018438,LN03742,2025-04-29,10112.29,1865.88,10,Late
PAY020205,LN00743,2026-04-21,3899.17,15062.48,3,Late
PAY011811,LN05010,2025-02-11,7719.27,17955.91,30,Missed
PAY019619,LN03041,2025-05-12,4291.98,14155.48,0,On Time
PAY037659,LN03887,2024-12-31,3108.08,4193.64,0,On Time
PAY037746,LN02572,2025-09-27,15882.85,1721.49,3,Late
PAY020240,LN01905,2026-02-22,19074.73,7865.14,0,On Time
PAY036545,LN03084,2026-06-23,11842.49,5981.88,3,Late
PAY015819,LN03551,2026-03-25,7911.63,3372.14,0,On Time
PAY022077,LN01741,2024-12-25,6236.77,7394.84,0,On Time
PAY009564,LN01826,2024-10-07,8893.46,2318.12,30,Missed
PAY041362,LN03793,2026-05-06,16307.33,2069.55,30,Missed
PAY019369,LN00820,2025-08-01,8121.71,11248.95,0,On Time
PAY004330,LN05698,2025-10-06,15841.19,13084.82,3,Late
PAY027002,LN01253,2026-07-24,17461.67,11912.49,3,Late
PAY002093,LN05753,2024-12-06,8187.07,8304.96,30,Missed
PAY021784,LN01304,2025-03-29,6127.45,16874.93,0,On Time
PAY009768,LN01509,2026-03-16,18124.53,10800.2,0,On Time
PAY025109,LN00993,2024-12-10,4085.55,11180.12,30,Missed
PAY037025,LN01180,2025-08-03,12339.26,6626.5,0,On Time
PAY009159,LN04514,2025-07-12,17882.91,3343.82,0,On Time
PAY036517,LN02993,2026-03-18,17802.83,9540.21,3,Late
PAY004384,LN03352,2026-04-30,1322.15,19190.48,10,Late
PAY018994,LN04863,2024-12-12,9613.83,17648.06,10,Late
PAY005465,LN01171,2025-11-19,15819.57,15229.09,10,Late
PAY008498,LN99999,2026-02-01,10170.94,15884.75,3,Late
PAY029677,LN01902,2025-12-22,17051.58,17300.87,0,On Time
PAY025700,LN03223,2025-01-16,12934.83,7678.54,30,Missed
PAY025612,LN00022,2025-07-07,7657.71,7854.91,3,Late
PAY019254,LN05393,2024-09-27,17935.94,2300.61,0,On Time
PAY042999,LN03768,2024-12-18,10655.46,2540.61,0,On Time
PAY002055,LN04846,2024-12-18,2476.55,14174.33,30,Missed
PAY013176,LN01340,2026-03-16,17343.12,14346.71,3,Late
PAY009324,LN03636,2024-10-03,7226.51,10643.95,3,Late
PAY004482,LN01732,2025-08-29,15671.59,9455.34,10,Late
PAY033097,LN05317,2025-12-20,6335.23,3076.44,0,On Time
PAY001005,LN00453,2025-11-20,3544.56,1320.43,30,Missed
PAY025488,LN00585,2026-04-23,17846.38,12013.04,3,Late
PAY005523,LN02424,2025-05-16,19168.65,15617.23,0,On Time
PAY000960,LN05800,2025-09-01,12433.62,10195.33,0,On Time
PAY009919,LN05174,2025-01-20,5371.88,5175.44,10,Late
PAY001163,LN05004,2026-04-10,16871.83,5447.6,3,Late
PAY038366,LN04046,2026-08-22,14766.74,5817.96,30,Missed
PAY025151,LN02534,2025-12-06,1836.82,19353.06,30,Missed
PAY029360,LN04095,2026-07-04,4582.11,18103.11,30,Missed
PAY001761,LN03787,2025-10-02,10068.61,14624.52,0,On Time
PAY043155,LN01665,2026-05-23,16767.24,,0,On Time
PAY024790,LN04967,2025-11-01,4311.03,8561.22,3,Late
PAY011209,LN03890,2026-03-13,17446.74,8352.68,3,Late
PAY040891,LN00964,2025-08-04,9643.48,19470.75,0,On Time
PAY032717,LN03572,2026-06-03,4602.64,15390.18,0,On Time
PAY019112,LN01592,2025-05-28,17751.19,3696.74,0,On Time
PAY015478,LN03499,2025-06-16,2546.4,13803.69,30,Missed
PAY043847,LN02924,2026-03-08,16622.57,15719.54,0,On Time
PAY036265,LN03210,2025-12-05,8847.26,12869.1,0,On Time
PAY018487,LN02494,2024-12-12,12323.25,1179.01,0,On Time
PAY031273,LN03790,2025-09-16,13055.89,10411.29,0,On Time
PAY030235,LN01869,2025-03-28,5704.18,19264.89,30,Missed
PAY042721,LN03215,2026-08-30,1820.68,12465.04,10,Late
PAY026401,LN02729,2025-10-23,12296.94,10533.73,10,Late
PAY030765,LN02858,2025-06-17,13521.6,13651.13,0,On Time
PAY002326,LN01263,2026-05-19,18189.96,14789.37,10,Late
PAY027609,LN01650,2026-01-01,7973.07,7730.77,30,Missed
PAY035889,LN03883,2025-10-05,11349.76,9518.13,0,On Time
PAY021983,LN05816,2026-06-17,19796.53,5104.28,0,On Time
PAY011394,LN04168,2025-01-19,12256.77,18851.94,0,On Time
PAY014284,LN05935,2025-08-23,14892.19,18022.44,0,On Time
PAY012323,LN03395,2025-09-08,10341.71,18014.84,0,On Time
PAY037564,LN99999,2025-06-13,3358.57,4408.33,0,On Time
PAY027968,LN02339,2024-11-18,12791.06,10704.22,3,Late
PAY003804,LN03843,2025-11-14,3473.2,11093.77,3,Late
PAY042693,LN03015,2026-02-09,18978.57,10834.35,0,On Time
PAY000313,LN05837,2025-03-11,18466.24,6557.68,10,Late
PAY007968,LN02115,2025-10-01,17880.85,5152.33,0,On Time
PAY030532,LN00207,2025-03-20,1873.94,14246.9,0,On Time
PAY040885,LN04648,2025-02-11,19291.6,19539.68,30,Missed
PAY007983,LN01430,2025-11-23,1714.99,3880.88,-3,Late
PAY014015,LN04945,2026-03-20,4505.58,4852.15,0,On Time
PAY026683,LN00900,2024-12-21,9143.06,16632.52,30,Missed
PAY024384,LN02909,2024-11-18,6220.01,15663.2,30,Missed
PAY035846,LN05433,2025-10-08,16921.72,15055.92,0,On Time
PAY024265,LN02121,2025-02-10,15487.45,2844.88,30,Missed
PAY025845,LN00657,2024-12-25,16371.82,15100.81,10,Late
PAY009084,LN02979,2026-06-27,17372.7,19662.04,30,Missed
PAY041194,LN02612,2025-12-01,16765.19,6279.76,3,Late
PAY000681,LN05466,2025-08-12,12957.66,15519.51,0,On Time
PAY028660,LN99999,2025-09-28,14581.68,4625.46,0,On Time
PAY006487,LN99999,2025-08-14,10544.18,10577.91,0,On Time
PAY027076,LN00697,2026-04-19,18298.52,1306.93,30,Missed
PAY010743,LN00214,2025-09-22,5428.37,8584.46,3,Late
PAY003942,LN01055,2025-11-03,4070.0,18288.76,0,On Time
PAY038097,LN03732,2025-04-08,14005.57,9352.29,0,On Time
PAY041631,LN03128,2025-03-24,8093.84,12434.74,0,On Time
PAY030724,LN04163,2025-11-26,8351.8,1187.82,0,On Time
PAY012503,LN03099,2026-05-20,16103.16,9511.22,30,Missed
PAY006123,LN05217,2026-09-08,10595.98,4893.42,0,On Time
PAY036199,LN05533,2025-01-30,4399.96,16058.99,10,Late
PAY006541,LN04318,2026-02-15,11979.41,15633.14,10,Late
PAY010155,LN01183,2026-03-10,8489.99,12607.13,10,Late
PAY002252,LN00443,2025-08-13,11751.29,1856.31,0,On Time
PAY023259,LN04213,2026-02-09,7287.78,14917.38,0,On Time
PAY043463,LN03631,2025-10-28,3794.19,18590.22,10,Late
PAY003043,LN01034,2025-07-20,12148.45,4611.45,3,Late
PAY001719,LN01269,2025-06-08,3580.35,,30,Missed
PAY019115,LN05248,2024-10-07,11706.03,19237.63,3,Late
PAY001835,LN04059,2024-10-06,5906.89,8916.09,30,Missed
PAY014085,LN03372,2025-05-20,19983.99,19399.72,30,Missed
PAY033417,LN02845,2026-02-14,4047.71,11789.36,3,Late
PAY045241,LN04359,2026-08-12,1086.73,10734.71,0,On Time
PAY007953,LN01099,2025-03-10,16334.66,8247.28,30,Missed
PAY003841,LN04525,2025-02-17,14601.16,14513.68,10,Late
PAY037878,LN00337,2025-02-14,3054.17,1774.24,0,On Time
PAY023146,LN99999,2025-08-05,16147.25,6129.16,30,Missed
PAY025651,LN02223,2025-03-04,11449.25,16454.89,3,Late
PAY037964,LN02123,2025-06-02,18597.28,5086.83,0,On Time
PAY035145,LN05674,2025-03-01,4534.14,4369.23,30,Missed
PAY017474,LN02430,2024-12-18,1143.6,5966.12,10,Late
PAY019523,LN03052,2025-04-20,8052.82,3849.49,0,On Time
PAY016696,LN05594,2026-04-12,13165.58,13581.59,0,On Time
PAY000382,LN00556,2026-06-29,13234.54,17071.1,0,On Time
PAY015812,LN01823,2024-12-27,12868.69,9389.58,0,On Time
PAY028293,LN02466,2025-11-26,13655.55,11137.89,30,Missed
PAY024060,LN00706,2025-07-18,5977.53,8477.75,3,Late
PAY017017,LN03328,2025-01-25,5512.85,2463.25,0,On Time
PAY009045,LN03513,2025-07-26,18910.46,10620.32,0,On Time
PAY025668,LN04586,2025-04-23,13282.75,4926.54,0,On Time
PAY037660,LN05068,2026-06-26,13351.21,,0,On Time
PAY028268,LN01150,2026-03-01,14363.37,16581.92,0,On Time
PAY028114,LN01180,2024-10-14,11638.54,4278.01,10,Late
PAY044207,LN01884,2026-05-31,17239.62,2847.13,0,On Time
PAY045611,LN05785,2025-01-23,14277.78,11465.17,3,Late
PAY014135,LN01891,2025-12-05,2962.24,2747.43,3,Late
PAY043531,LN05667,2025-01-07,15594.65,6122.27,0,On Time
PAY009087,LN05292,2026-03-15,5376.73,16693.5,0,On Time
PAY014108,LN03481,2025-10-08,10672.15,17537.71,0,On Time
PAY032086,LN03274,2025-07-21,9619.85,15441.37,0,On Time
PAY007546,LN01596,2025-07-01,1569.82,15423.47,0,On Time
PAY005447,LN05903,2026-06-21,5516.36,15157.15,30,Missed
PAY038763,LN01015,2025-03-17,16934.79,10382.82,0,On Time
PAY044085,LN02250,2025-09-18,9387.04,18184.62,0,On Time
PAY032782,LN03222,2024-10-27,3348.67,1868.84,0,On Time
PAY026245,LN02962,2025-06-13,16409.53,8018.31,30,Missed
PAY005873,LN03681,2026-02-28,5564.9,3946.41,0,On Time
PAY002385,LN02526,2025-10-20,13133.14,,0,On Time
PAY013429,LN05166,2025-12-29,12453.5,17528.65,10,Late
PAY043090,LN03213,2025-09-03,13532.73,14625.47,0,On Time
PAY026901,LN04291,2026-01-24,8226.32,19858.42,0,On Time
PAY013090,LN04976,2026-05-03,7970.17,10121.83,0,On Time
PAY001123,LN05255,2026-07-23,6267.62,13847.61,10,Late
PAY012387,LN04835,2025-10-14,19139.57,1042.03,30,Missed
PAY024681,LN05441,2025-11-29,15878.91,18874.58,0,On Time
PAY014007,LN05816,2024-10-01,18045.43,17733.04,0,On Time
PAY037602,LN00910,2025-06-04,2399.02,15219.63,-10,Late
PAY023314,LN01145,2024-10-29,2678.62,7655.3,3,Late
PAY011949,LN01718,2024-10-06,18760.82,18429.68,0,On Time
PAY039712,LN01278,2025-11-15,7437.79,17034.93,0,On Time
PAY026212,LN03802,2026-06-20,10282.57,5523.24,0,On Time
PAY031060,LN02335,2025-11-05,10386.28,4909.11,0,On Time
PAY013217,LN00457,2025-12-05,9068.15,14567.27,30,Missed
PAY004592,LN03949,2025-11-08,1016.75,14743.21,0,On Time
PAY029457,LN01838,2025-02-24,8600.5,10901.49,0,On Time
PAY019925,LN02384,2025-07-10,4444.09,14273.93,0,On Time
PAY017322,LN00901,2026-01-25,10431.8,1774.69,0,On Time
PAY040237,LN02188,2024-10-21,5635.06,17815.36,10,Late
PAY020746,LN99999,2025-07-05,4673.21,9616.42,0,On Time
PAY014528,LN03024,2024-12-06,13428.29,8020.79,0,On Time
PAY012268,LN03162,2025-07-01,8693.9,7524.19,30,Missed
PAY043040,LN03084,2024-11-06,14457.22,3153.1,0,On Time
PAY014081,LN04857,2025-10-28,16028.77,7259.5,30,Missed
PAY011516,LN01882,2025-05-10,5529.75,3197.64,0,On Time
PAY003499,LN04262,2026-09-04,9593.77,14302.43,0,On Time
PAY010497,LN00323,2025-12-30,12764.53,14637.4,3,Late
PAY021167,LN00328,2025-11-25,14624.93,12143.11,0,On Time
PAY038106,LN99999,2025-07-14,16883.76,11790.19,30,Missed
PAY016514,LN02878,2026-05-15,17457.09,14408.73,0,On Time
PAY020810,LN01873,2026-05-11,12598.16,14897.63,0,On Time
PAY011957,LN00538,2026-05-25,2557.31,3369.79,10,Late
PAY008588,LN01690,2026-01-17,18885.31,7745.44,30,Missed
PAY034474,LN05227,2025-07-15,14894.7,3187.0,0,On Time
PAY031988,LN05341,2025-05-29,18234.19,5988.44,0,On Time
PAY004605,LN05045,2024-10-10,3194.3,7420.91,0,On Time
PAY040349,LN02822,2026-07-08,4876.76,19538.0,10,Late
PAY012190,LN03933,2026-09-07,3445.99,15551.14,0,On Time
PAY040462,LN00862,2025-07-10,4210.5,17630.53,0,On Time
PAY017841,LN03394,2026-05-10,13968.46,5003.57,0,On Time
PAY017892,LN02845,2025-04-26,15559.28,7157.41,30,Missed
PAY036098,LN02767,2025-07-30,3906.98,18528.15,3,Late
PAY034079,LN03586,2026-02-16,19976.11,7826.64,0,On Time
PAY028392,LN05294,2026-07-06,18962.68,8796.53,0,On Time
PAY033070,LN03809,2024-12-16,9664.38,14643.96,3,Late
PAY045605,LN03861,2025-03-24,3828.11,19916.72,30,Missed
PAY020055,LN01073,2025-12-29,3819.08,19962.19,0,On Time
PAY035399,LN04444,2025-03-26,10944.9,14798.32,0,On Time
PAY013053,LN01625,2026-02-18,18603.72,6891.11,0,On Time
PAY015386,LN04017,2025-09-14,16753.9,12932.6,3,Late
PAY031349,LN03847,2026-06-17,17984.18,16085.75,30,Missed
PAY028972,LN00685,2024-11-26,6739.45,14815.47,0,On Time
PAY034090,LN04754,2025-05-11,1468.64,6848.74,30,Missed
PAY025569,LN05939,2026-06-21,3498.24,18680.4,3,Late
PAY015685,LN04941,2025-08-01,15033.85,,0,On Time
PAY014731,LN00580,2026-08-05,5476.93,13432.15,0,On Time
PAY033269,LN05338,2025-03-04,7609.41,11959.06,30,Missed
PAY020215,LN00521,2025-06-10,1263.66,4970.46,0,On Time
PAY041666,LN04222,2026-02-06,5865.17,11803.72,30,Missed
PAY043318,LN00643,2025-01-28,5880.97,6806.73,10,Late
PAY005567,LN01161,2026-05-29,16166.98,14927.33,10,Late
PAY037826,LN03117,2025-05-18,11026.99,12451.05,30,Missed
PAY019740,LN04846,2026-07-31,15208.71,6972.82,0,On Time
PAY016088,LN05910,2024-10-18,18734.97,6622.0,0,On Time
PAY036809,LN00809,2025-05-06,9354.61,6640.35,30,Missed
PAY013815,LN01474,2024-10-28,1558.7,15636.4,0,On Time
PAY022627,LN01898,2024-09-30,19344.64,,0,On Time
PAY019411,LN02788,2025-06-10,19385.26,10353.88,0,On Time
PAY034315,LN00399,2025-06-21,3789.4,4416.99,0,On Time
PAY029979,LN02114,2025-02-06,5055.44,18633.45,0,On Time
PAY043919,LN03643,2025-12-22,16642.16,3908.32,0,On Time
PAY043891,LN02926,2025-04-22,16217.21,19778.69,30,Missed
PAY023293,LN05964,2025-12-18,9199.77,15291.27,0,On Time
PAY012112,LN02344,2026-01-11,8741.9,19970.22,0,On Time
PAY023732,LN05741,2026-02-11,17451.69,3795.31,0,On Time
PAY045862,LN04209,2026-08-26,17719.87,19548.91,3,Late
PAY022418,LN02039,2026-06-08,13879.05,8357.62,0,On Time
PAY000401,LN03113,2025-08-27,1360.55,10275.08,0,On Time
PAY024239,LN05945,2026-03-14,12078.64,12449.0,30,Missed
PAY006420,LN01351,2025-01-21,3420.16,,10,Late
PAY043030,LN02673,2025-04-29,18298.29,4656.34,10,Late
PAY035527,LN01532,2026-04-14,15675.03,11186.21,30,Missed
PAY035635,LN00038,2024-12-15,3294.81,18517.53,0,On Time
PAY033564,LN00359,2024-10-16,3335.48,5059.48,0,On Time
PAY002848,LN00312,2025-10-24,9011.84,,3,Late
PAY029793,LN02856,2025-12-05,10951.3,5588.77,0,On Time
PAY004086,LN01315,2026-04-15,16206.05,5099.39,3,Late
PAY020477,LN05133,2024-11-18,6734.22,17600.14,0,On Time
PAY006202,LN03893,2026-07-09,15178.19,8157.21,10,Late
PAY039050,LN02174,2026-02-01,18347.98,17768.81,0,On Time
PAY029551,LN02310,2025-10-04,10868.64,1963.43,30,Missed
PAY007904,LN04803,2025-10-15,6968.54,3965.16,30,Missed
PAY045949,LN05488,2025-10-31,4871.33,1225.09,30,Missed
PAY016617,LN01391,2025-04-06,2176.49,14687.78,30,Missed
PAY028411,LN05040,2024-10-17,6206.96,9493.46,0,On Time
PAY010648,LN04302,2026-08-27,9729.83,15352.71,0,On Time
PAY023761,LN03073,2025-06-10,6112.0,3933.36,0,On Time
PAY016176,LN05034,2026-03-14,1667.64,15441.59,10,Late
PAY009020,LN02967,2025-08-08,19340.99,6359.98,10,Late
PAY035618,LN05202,2026-01-31,13925.44,6411.38,0,On Time
PAY031560,LN04330,2026-08-20,7068.57,8452.19,0,On Time
PAY043423,LN00735,2026-03-19,10094.84,19612.67,0,On Time
PAY043126,LN00478,2025-06-24,16659.39,14718.1,0,On Time
PAY024682,LN02312,2026-08-06,7676.33,14501.11,10,Late
PAY013147,LN02571,2025-11-26,9859.43,1731.61,30,Missed
PAY044509,LN05347,2025-10-31,2045.41,6060.46,3,Late
PAY007605,LN04296,2026-02-18,10295.3,10440.23,0,On Time
PAY001585,LN03726,2026-07-01,7046.24,7928.67,3,Late
PAY003182,LN01379,2025-05-24,3023.44,6273.25,0,On Time
PAY023692,LN02359,2025-11-18,5972.38,16217.26,0,On Time
PAY027489,LN02441,2026-05-26,18321.62,9941.59,10,Late
PAY002715,LN01712,2026-05-31,4462.33,,0,On Time
PAY006945,LN02391,2025-11-03,17139.93,15968.42,0,On Time
PAY032253,LN04301,2025-05-08,14462.75,15929.32,30,Missed
PAY026257,LN02903,2026-05-17,6173.58,4700.15,0,On Time
PAY008038,LN00034,2025-09-03,16522.73,6182.32,0,On Time
PAY036386,LN01311,2025-08-13,8222.4,18478.86,0,On Time
PAY019990,LN03336,2025-02-17,16574.52,1387.33,10,Late
PAY035071,LN05530,2025-11-15,6600.38,10941.83,0,On Time
PAY040246,LN05298,2026-02-18,10490.86,15039.02,3,Late
PAY022701,LN04150,2025-08-14,12079.19,5662.52,3,Late
PAY032396,LN02161,2026-03-23,7562.51,9598.07,0,On Time
PAY018769,LN01503,2025-01-08,16164.59,14082.41,0,On Time
PAY009736,LN03510,2025-06-17,12178.95,5349.62,10,Late
PAY023749,LN02180,2024-12-03,3895.52,4792.65,3,Late
PAY039690,LN03051,2026-05-07,12241.11,10725.4,30,Missed
PAY003575,LN00948,2024-11-07,18993.63,17161.1,0,On Time
PAY013560,LN01929,2026-02-19,2747.92,8116.11,30,Missed
PAY032335,LN00429,2025-06-23,11499.44,1090.26,30,Missed
PAY017555,LN04731,2025-11-22,15520.91,1825.76,30,Missed
PAY045679,LN05718,2026-06-14,4786.96,1156.69,0,On Time
PAY035171,LN02915,2025-01-29,3102.56,6051.91,0,On Time
PAY010894,LN00965,2026-07-16,3753.41,9194.15,3,Late
PAY018738,LN02951,2025-06-27,15757.56,2834.25,0,On Time
PAY025260,LN04483,2026-01-19,3356.74,10356.01,0,On Time
PAY027480,LN05289,2026-04-07,7916.58,,3,Late
PAY014283,LN02606,2025-08-14,6415.05,7838.63,3,Late
PAY032744,LN00033,2025-11-19,10043.87,2075.27,10,Late
PAY031987,LN03570,2025-12-31,12260.62,4030.82,0,On Time
PAY040055,LN04630,2025-03-11,12085.24,5845.56,30,Missed
PAY009336,LN04277,2025-01-24,18649.45,17453.92,10,Late
PAY020315,LN01194,2025-09-10,19715.02,17176.03,10,Late
PAY002292,LN02352,2025-12-19,4977.99,6592.13,30,Missed
PAY030384,LN01267,2024-10-12,19376.24,19829.11,10,Late
PAY026123,LN05616,2024-12-08,7304.17,6238.27,0,On Time
PAY017414,LN05536,2025-07-10,17070.87,6228.21,30,Missed
PAY035311,LN00757,2025-08-05,16379.64,17744.46,3,Late
PAY042126,LN00966,2026-01-29,10616.57,16237.86,0,On Time
PAY043122,LN01144,2025-06-02,13492.42,16841.43,3,Late
PAY039992,LN01663,2026-04-12,15870.12,6006.1,3,Late
PAY035554,LN00710,2025-02-24,3493.93,3421.83,10,Late
PAY037054,LN02501,2024-10-16,10281.3,12106.06,30,Missed
PAY018524,LN05070,2025-01-01,10446.6,16522.13,0,On Time
PAY012261,LN04574,2026-07-09,5187.13,6920.27,3,Late
PAY031324,LN03496,2026-02-15,5742.6,13285.08,30,Missed
PAY040886,LN02713,2025-02-11,9056.22,1221.64,30,Missed
PAY009535,LN05322,2025-01-31,15574.46,17416.1,3,Late
PAY001046,LN04962,2025-12-18,3831.76,4896.35,0,On Time
PAY032386,LN03364,2025-05-23,8699.62,13163.56,0,On Time
PAY034030,LN02767,2024-10-23,13012.19,16051.75,30,Missed
PAY024372,LN00046,2025-09-28,19501.47,4701.75,3,Late
PAY008472,LN03028,2026-05-03,6619.79,11937.4,0,On Time
PAY033404,LN00677,2025-09-24,3773.18,8451.99,10,Late
PAY022530,LN02149,2026-08-11,11653.94,13954.14,30,Missed
PAY038144,LN04420,2025-06-09,12295.59,14188.87,0,On Time
PAY012593,LN02874,2025-10-22,3684.9,9597.17,0,On Time
PAY043487,LN00606,2026-03-05,10589.01,13379.48,10,Late
PAY007270,LN05242,2025-07-19,9876.22,15206.57,0,On Time
PAY034007,LN00881,2025-04-25,1723.3,8706.49,0,On Time
PAY021050,LN05152,2025-06-21,9247.12,1085.82,0,On Time
PAY003137,LN03797,2026-04-24,3611.25,16479.38,10,Late
PAY019764,LN02998,2025-05-29,14551.55,9714.5,10,Late
PAY007143,LN03966,2025-02-18,16420.35,11955.87,0,On Time
PAY012239,LN00460,2025-01-01,5718.32,16532.89,3,Late
PAY031158,LN04705,2025-10-22,14806.66,10597.96,3,Late
PAY009039,LN00816,2024-12-30,14241.41,12011.39,0,On Time
PAY044433,LN00225,2024-12-21,13583.96,19010.72,30,Missed
PAY007807,LN01515,2025-03-19,15842.05,10109.77,10,Late
PAY013178,LN02069,2025-10-16,3198.58,7746.77,30,Missed
PAY038903,LN00931,2024-11-09,14601.18,15945.48,30,Missed
PAY023194,LN02014,2024-10-18,16647.37,3343.29,0,On Time
PAY022662,LN04662,2026-05-07,13649.76,19672.35,30,Missed
PAY030420,LN00421,2026-07-27,2064.97,10582.26,0,On Time
PAY044420,LN04948,2024-11-21,1354.53,4718.79,3,Late
PAY024156,LN03251,2025-05-30,8662.02,15137.45,0,On Time
PAY022157,LN03047,2025-07-27,8261.14,7008.56,30,Missed
PAY001100,LN01696,2025-04-12,11338.46,2879.84,0,On Time
PAY016279,LN00922,2026-01-10,18173.94,19283.82,10,Late
PAY019981,LN01619,2025-05-15,17781.4,12183.73,0,On Time
PAY032509,LN03969,2024-11-21,8935.76,18677.68,0,On Time
PAY040519,LN04102,2025-05-02,18560.1,,30,Missed
PAY029959,LN03513,2024-09-18,19817.32,,10,Late
PAY026153,LN02543,2026-05-19,18284.3,7066.85,0,On Time
PAY037139,LN00558,2026-06-20,9893.99,10015.44,10,Late
PAY014154,LN04491,2026-06-24,14992.99,13809.77,0,On Time
PAY010626,LN02661,2025-01-22,1786.99,12348.99,30,Missed
PAY006265,LN04672,2025-10-03,16920.23,2594.51,30,Missed
PAY043744,LN01059,2025-08-01,19996.54,12858.16,0,On Time
PAY013016,LN01435,2024-10-01,6529.31,,0,On Time
PAY040624,LN02577,2026-07-30,10077.99,12055.96,3,Late
PAY030471,LN02520,2025-02-27,13328.12,7049.33,3,Late
PAY004645,LN04177,2025-12-30,3239.53,14098.84,0,On Time
PAY045927,LN02346,2025-01-30,17943.7,10339.69,0,On Time
PAY026370,LN01546,2024-10-07,10560.21,7827.6,0,On Time
PAY006597,LN03994,2024-10-05,19828.6,9104.72,30,Missed
PAY008466,LN02189,2025-01-30,7087.77,18151.76,0,On Time
PAY011329,LN00210,2026-03-04,7691.92,7477.04,3,Late
PAY002033,LN01428,2024-11-20,7252.77,17329.44,10,Late
PAY021391,LN04099,2025-09-13,14731.12,2487.26,10,Late
PAY040801,LN00290,2025-07-29,10572.56,14691.93,10,Late
PAY005142,LN00710,2025-11-19,14460.83,11141.39,0,On Time
PAY044374,LN02174,2025-06-30,19890.89,18373.03,3,Late
PAY035469,LN03762,2025-08-14,11839.68,19265.92,0,On Time
PAY037466,LN04246,2024-09-29,17624.76,6776.82,30,Missed
PAY000031,LN05058,2025-07-30,2586.95,17420.36,30,Missed
PAY014891,LN02423,2024-12-23,18728.75,18221.71,30,Missed
PAY006528,LN03194,2025-10-16,11095.6,16370.91,0,On Time
PAY018692,LN03727,2025-12-04,14996.19,16552.3,0,On Time
PAY029166,LN05067,2026-07-13,2588.98,15183.38,0,On Time
PAY011919,LN02683,2026-01-13,17682.62,12496.82,0,On Time
PAY023013,LN04416,2025-05-03,9848.52,11539.8,0,On Time
PAY040367,LN00294,2026-08-04,8623.07,9704.93,10,Late
PAY013904,LN01252,2025-05-07,18592.44,10634.55,10,Late
PAY010780,LN05019,2025-07-11,19507.84,,10,Late
PAY035125,LN02552,2025-07-06,2787.51,10204.05,30,Missed
PAY041456,LN01411,2025-03-31,2983.48,7695.8,30,Missed
PAY039224,LN04192,2025-11-10,12561.98,13497.48,0,On Time
PAY042486,LN00840,2024-12-02,1039.36,12248.74,0,On Time
PAY028378,LN00878,2024-09-27,13022.84,15850.94,0,On Time
PAY013800,LN04323,2026-04-24,3799.28,15868.12,3,Late
PAY009018,LN04690,2026-08-15,11542.19,17183.16,0,On Time
PAY022638,LN05238,2025-03-20,9588.48,19804.08,0,On Time
PAY009190,LN04205,2026-01-22,9106.03,7175.94,0,On Time
PAY009102,LN01531,2024-09-19,18102.65,6392.84,0,On Time
PAY040842,LN05954,2025-07-05,4130.36,3325.01,0,On Time
PAY041781,LN00366,2025-08-13,7920.41,15625.16,10,Late
PAY029981,LN00533,2024-10-10,6390.18,19769.96,3,Late
PAY012439,LN01490,2025-04-16,17806.44,14890.95,3,Late
PAY006173,LN01901,2025-12-05,13816.63,17995.24,10,Late
PAY029598,LN05652,2024-12-02,7576.88,10775.86,0,On Time
PAY005217,LN01106,2024-10-26,16727.88,8026.45,10,Late
PAY008481,LN00996,2025-07-05,1211.98,5691.99,0,On Time
PAY014621,LN03058,2024-10-27,8619.53,13033.62,10,Late
PAY018826,LN00332,2026-05-28,4248.39,3757.05,0,On Time
PAY000942,LN01737,2026-06-22,14784.51,1615.98,0,On Time
PAY013889,LN00247,2025-08-19,4925.99,,3,Late
PAY009202,LN03769,2025-11-06,9491.5,7734.53,0,On Time
PAY023251,LN01662,2026-06-20,9792.95,16539.4,10,Late
PAY028750,LN01708,2026-03-28,12212.52,14811.83,0,On Time
PAY042205,LN00861,2025-09-10,7368.12,10125.82,30,Missed
PAY015393,LN00093,2025-06-27,6984.29,11879.64,30,Missed
PAY044650,LN03063,2024-09-27,16174.19,4248.43,30,Missed
PAY018395,LN03634,2025-10-15,12054.24,8773.31,0,On Time
PAY029984,LN00034,2024-11-25,16414.17,19330.56,0,On Time
PAY030144,LN04125,2026-01-17,3690.98,10203.3,0,On Time
PAY032735,LN04630,2025-04-03,11372.32,9921.45,3,Late
PAY040647,LN04495,2025-02-27,14553.18,16393.07,0,On Time
PAY040467,LN03452,2026-02-13,10469.89,3193.23,3,Late
PAY002529,LN01483,2025-09-01,5944.24,12784.81,10,Late
PAY000384,LN03979,2025-01-15,10083.89,17561.06,0,On Time
PAY005080,LN02963,2024-09-09,6275.0,5342.26,10,Late
