transaction_id,account_id,transaction_date,transaction_type,amount,channel
TXN091913,ACC06867,2025-06-16,Withdrawal,45838.57,Online
TXN022263,ACC04858,2026-01-09,Withdrawal,27795.25,Mobile
TXN008980,ACC09191,2024-12-23,Withdrawal,48842.75,ATM
TXN034409,ACC00514,2025-04-25,Withdrawal,10068.47,ATM
TXN092238,ACC11986,2026-03-15,Deposit,29091.5,Mobile
TXN080153,ACC01810,2024-10-12,Deposit,36477.24,Mobile
TXN006104,ACC03765,2025-07-19,Transfer,35684.15,Mobile
TXN084254,ACC03230,2025-10-30,,9467.36,Online
TXN130423,ACC05934,2024-10-09,Withdrawal,32463.06,Mobile
TXN094923,ACC04616,2026-01-16,Deposit,33152.7,Mobile
TXN089716,ACC05577,2025-02-19,Transfer,22305.56,Mobile
TXN045295,ACC02644,2026-06-09,Deposit,37410.43,Online
TXN123648,ACC10533,2026-08-10,Deposit,40632.3,Mobile
TXN032100,ACC11234,2025-11-07,Payment,36331.26,online
TXN066204,ACC03970,2025-10-15,Deposit,23001.48,ATM
TXN006064,ACC02273,2024-11-30,Deposit,35423.08,Mobile
TXN023746,ACC04082,2025-07-10,Payment,43626.12,ATM
TXN112926,ACC04665,2026-01-09,Withdrawal,49187.92,Mobile
TXN019795,ACC03227,2026-08-17,Payment,12470.58,Mobile
TXN043311,ACC00733,2024-09-23,Transfer,40859.86,Mobile
TXN041013,ACC05858,2024-10-13,Deposit,28142.6,Mobile
TXN038004,ACC01278,2025-07-11,Deposit,22633.46,ATM
TXN065985,ACC07840,2025-11-30,Payment,26222.78,Branch
TXN018878,ACC02330,2025-06-28,Payment,27961.69,Branch
TXN074849,ACC03088,2026-03-27,Payment,3744.6,Mobile
TXN056219,ACC07710,2026-03-18,Payment,889.31,Mobile
TXN029025,ACC05682,2025-02-09,Transfer,12942.04,ATM
TXN112712,ACC06336,2025-04-06,Transfer,45564.67,ATM
TXN118791,ACC05394,2025-12-07,Transfer,44692.85,ATM
TXN044779,ACC99999,2025-08-18,Deposit,20341.53,Mobile
TXN012917,ACC01857,2025-01-03,Withdrawal,36527.6,ATM
TXN117609,ACC10690,2024-10-24,Withdrawal,3032.7,ATM
TXN120477,ACC01116,2025-11-02,Withdrawal,12668.85,ATM
TXN016519,ACC00592,2025-05-28,Withdrawal,34854.18,Online
TXN015582,ACC06530,2024-09-23,Transfer,49029.88,ATM
TXN139025,ACC00534,2026-07-16,Deposit,19549.17,Online
TXN062603,ACC02151,2026-06-19,Transfer,12038.82,Mobile
TXN072748,ACC08015,2026-01-28,Payment,32253.22,Online
TXN136369,ACC00708,2024-10-26,Withdrawal,14935.37,ATM
TXN116847,ACC04527,2025-04-16,Withdrawal,9616.17,Branch
TXN017247,ACC07603,2025-02-24,Payment,34416.72,Mobile
TXN051269,ACC04706,2026-03-20,Transfer,17180.73,Online
TXN084272,ACC04044,2026-07-11,Withdrawal,12224.71,Branch
TXN092240,ACC02085,2026-03-01,Payment,21496.22,Branch
TXN088508,ACC06809,2025-09-06,Deposit,6176.26,ATM
TXN094692,ACC01541,2025-04-18,Payment,32424.81,Online
TXN037073,ACC08646,2025-09-28,Deposit,39017.46,ATM
TXN074332,ACC06048,2025-12-25,Withdrawal,16783.26,Mobile
TXN020309,ACC11652,2025-09-08,Payment,12011.24,Online
TXN018673,ACC02002,2025-11-14,Transfer,12007.64,ATM
TXN017060,ACC04159,2026-02-20,Payment,46852.2,ATM
TXN066317,ACC04081,2025-09-08,Transfer,6263.64,ATM
TXN114927,ACC06021,2024-12-15,Payment,21574.27,Online
TXN105743,ACC11300,2026-06-08,Deposit,44649.48,Online
TXN104717,ACC04932,2025-02-26,Transfer,28303.6,Branch
TXN039750,ACC03860,2024-10-17,Transfer,45659.48,Branch
TXN004626,ACC10986,2024-11-14,Withdrawal,49467.59,Online
TXN077032,ACC07222,2025-09-03,Transfer,16432.52,Branch
TXN034031,ACC09252,2025-08-15,Transfer,26613.02,Branch
TXN027231,ACC05666,2025-03-05,Transfer,14899.65,ATM
TXN020901,ACC07288,2025-10-19,Payment,16330.99,Branch
TXN042375,ACC05777,2026-07-08,Transfer,1243.77,ATM
TXN071120,ACC02565,2026-02-07,Withdrawal,1385.0,ATM
TXN007927,ACC09468,2025-06-01,Withdrawal,37281.73,Branch
TXN083138,ACC08163,2025-08-06,Withdrawal,48548.94,Mobile
TXN055585,ACC11412,2025-02-26,Transfer,35164.27,Mobile
TXN099066,ACC11039,2026-06-22,Transfer,9088.84,Mobile
TXN037079,ACC01923,2026-04-22,Payment,8713.19,ATM
TXN023158,ACC06864,2025-12-25,Deposit,30333.14,Mobile
TXN101871,ACC01187,2025-04-26,Payment,25825.23,ATM
TXN059002,ACC02126,2025-08-13,Deposit,-24532.14,Online
TXN104329,ACC08151,2026-02-20,Deposit,46473.18,Mobile
TXN044096,ACC05869,2026-05-21,Payment,21792.51,Online
TXN032729,ACC05777,2025-10-23,Deposit,45874.44,Online
TXN115688,ACC04713,2025-07-28,Payment,9996.06,ATM
TXN077771,ACC09797,2025-08-13,Payment,34025.41,Branch
TXN118740,ACC06686,2026-02-20,Payment,40504.0,Online
TXN055416,ACC10100,2024-12-17,Payment,31115.88,Mobile
TXN091252,ACC01589,2026-07-05,Transfer,45673.25,ATM
TXN028691,ACC04206,2026-07-18,Payment,24935.7,Online
TXN036398,ACC11657,2026-04-27,Transfer,32323.31,Mobile
TXN032676,ACC01459,2026-01-04,Deposit,854.94,Mobile
TXN010742,ACC09764,2025-10-18,Deposit,29632.38,ATM
TXN120315,ACC06806,2026-03-18,Deposit,38327.73,Mobile
TXN034208,ACC08773,2026-05-30,Withdrawal,49670.59,Online
TXN100712,ACC10756,2024-09-13,Payment,9644.19,ATM
TXN053009,ACC00294,2025-06-20,Payment,43976.22,Mobile
TXN123995,ACC04947,2026-02-24,Deposit,-12420.38,Branch
TXN018416,ACC11235,2024-12-11,Withdrawal,46676.4,Branch
TXN036907,ACC06713,2025-07-30,Payment,47607.8,Mobile
TXN004343,ACC07610,2025-10-30,Transfer,18341.59,ATM
TXN122429,ACC06872,2026-03-14,Payment,2304.12,ATM
TXN133595,ACC08556,2025-01-22,,10218.14,Branch
TXN027342,ACC11339,2025-12-13,Transfer,31510.36,ATM
TXN071464,ACC10054,2026-07-22,Withdrawal,15110.84,Mobile
TXN047861,ACC02524,2025-05-16,Transfer,3914.6,Online
TXN000095,ACC08321,2025-06-18,Deposit,12647.13,Mobile
TXN139244,ACC08210,2025-03-08,Deposit,10517.59,Branch
TXN105425,ACC01759,2024-10-11,Transfer,13427.32,Mobile
TXN021368,ACC04534,2025-12-23,Deposit,1354.15,Online
TXN102554,ACC07651,2024-11-29,Withdrawal,42159.2,ATM
TXN116775,ACC02666,2026-04-30,Deposit,33342.63,Mobile
TXN094377,ACC00000,2026-01-05,Deposit,48191.92,Branch
TXN138824,ACC04829,2025-06-14,Transfer,3018.12,Mobile
TXN015691,ACC02432,2026-01-25,Payment,36079.5,Online
TXN055182,ACC06415,2025-08-08,Deposit,15221.57,ATM
TXN039572,ACC08925,2026-04-30,Payment,34664.94,ATM
TXN097475,ACC07443,2026-03-23,Deposit,38739.25,Branch
TXN014598,ACC05824,2025-12-16,Withdrawal,35743.18,Mobile
TXN037470,ACC07623,2026-06-12,Transfer,10080.3,ATM
TXN124847,ACC07588,2024-11-27,Withdrawal,39236.37,ATM
TXN087119,ACC09454,2024-10-19,Payment,7040.79,Branch
TXN029806,ACC05087,2026-09-04,Deposit,48406.82,Online
TXN054481,ACC03052,2024-09-25,Transfer,13247.87,Online
TXN120474,ACC10979,2026-08-02,Withdrawal,49110.04,Mobile
TXN046409,ACC05045,2025-07-24,Payment,46124.29,Online
TXN070442,ACC10090,2026-05-18,Transfer,38862.67,ATM
TXN037227,ACC02667,2026-07-20,Withdrawal,9931.4,Mobile
TXN060348,ACC07005,2025-11-15,Payment,26513.2,Mobile
TXN083494,ACC06459,2025-07-04,Withdrawal,2572.61,Branch
TXN020679,ACC04020,2026-03-10,Payment,36768.68,ATM
TXN056775,ACC01302,2025-09-04,Transfer,33593.35,Mobile
TXN090841,ACC06593,2025-11-30,Transfer,20806.36,Mobile
TXN118351,ACC03109,2026-06-15,Transfer,41635.0,Mobile
TXN067110,ACC08709,2024-09-16,Deposit,26801.18,ATM
TXN091772,ACC04582,2025-04-20,Payment,17466.15,Online
TXN123837,ACC07113,2025-05-30,Deposit,26119.87,ATM
TXN115356,ACC05206,2024-11-30,Payment,46624.55,ATM
TXN091344,ACC04114,2024-09-11,Payment,32157.37,ATM
TXN090856,ACC03785,2025-10-16,Transfer,40008.56,Branch
TXN030436,ACC08280,2025-12-27,Transfer,13752.17,Branch
TXN049816,ACC01973,2024-09-10,Deposit,39265.38,Online
TXN114261,ACC05557,2026-01-18,Payment,24295.74,Branch
TXN063571,ACC03029,2026-01-31,Payment,7007.36,Mobile
TXN010030,ACC09514,2025-06-01,Deposit,385.88,Mobile
TXN007541,ACC08985,2026-09-06,Withdrawal,32350.49,ATM
TXN111315,ACC04920,2025-03-03,Withdrawal,28178.42,Branch
TXN068269,ACC07601,2026-04-12,Deposit,34337.08,ATM
TXN069616,ACC06926,2026-05-23,Payment,544.19,Mobile
TXN111450,ACC03566,2025-04-13,Deposit,20232.35,Online
TXN036819,ACC08129,2025-09-24,Withdrawal,255.02,Mobile
TXN129599,ACC05952,2026-02-28,Withdrawal,25715.5,Mobile
TXN117499,ACC99999,2025-02-10,Transfer,9631.3,Mobile
TXN134585,ACC08591,2026-02-16,Withdrawal,376.47,Mobile
TXN090924,ACC00990,2025-05-05,Payment,43915.66,ATM
TXN057174,ACC09185,2026-08-28,Transfer,48010.68,Branch
TXN008113,ACC06927,2026-01-01,,34223.31,Mobile
TXN108637,ACC06776,2024-09-10,Payment,30384.01,ATM
TXN127087,ACC02012,2026-05-05,Withdrawal,8938.61,ATM
TXN074632,ACC10102,2024-10-24,Withdrawal,7914.62,Mobile
TXN068399,ACC08145,2025-10-21,Transfer,47044.21,Branch
TXN090512,ACC03885,2026-02-28,Withdrawal,13452.92,Mobile
TXN123980,ACC02343,2025-11-07,Payment,34811.26,ATM
TXN091770,ACC02742,2025-06-15,Withdrawal,10442.31,Online
TXN106207,ACC04964,2026-03-14,Withdrawal,48343.41,Mobile
TXN129414,ACC02329,2025-06-13,Deposit,1182.65,Branch
TXN063083,ACC06083,2025-03-04,Transfer,780.23,ATM
TXN099868,ACC10613,2025-05-15,Deposit,30340.62,ATM
TXN091007,ACC10555,2025-08-06,Transfer,6555.61,Branch
TXN003362,ACC03960,2026-03-02,Payment,43361.2,Branch
TXN118258,ACC06865,2024-09-25,Deposit,13196.72,Online
TXN042667,ACC10090,2025-09-16,Transfer,44717.87,Online
TXN099064,ACC06556,2025-05-12,Deposit,33230.18,Online
TXN000103,ACC06927,2026-09-05,Withdrawal,5896.88,ATM
TXN059051,ACC02345,2024-11-10,Transfer,17900.47,Branch
TXN135848,ACC02872,2026-07-21,Transfer,15112.6,Branch
TXN063482,ACC09547,2025-06-05,Withdrawal,22286.01,Branch
TXN072993,ACC05450,2026-03-03,,13603.23,Online
TXN076199,ACC00725,2024-09-09,Withdrawal,21488.33,Online
TXN042331,ACC05914,2025-11-06,Transfer,1713.63,ATM
TXN094363,ACC10052,2026-08-01,Withdrawal,43505.19,Online
TXN093740,ACC11912,2024-09-20,Payment,5198.0,Branch
TXN072657,ACC01897,2025-12-23,Transfer,24401.5,Mobile
TXN080884,ACC06193,2025-09-22,Deposit,18322.09,Online
TXN095533,ACC11329,2025-02-17,Transfer,5931.31,Mobile
TXN111578,ACC02336,2025-07-21,Payment,350.55,Mobile
TXN128256,ACC99999,2026-03-30,Transfer,19550.94,Branch
TXN012995,ACC08239,2025-03-17,Transfer,22950.25,Mobile
TXN113454,ACC05650,2026-04-12,Withdrawal,30903.18,Branch
TXN005119,ACC10223,2024-10-18,Withdrawal,17211.21,Branch
TXN078076,ACC10450,2025-09-20,Deposit,19404.36,Online
TXN030695,ACC10475,2026-04-15,Payment,40599.32,Branch
TXN099249,ACC00404,2026-04-14,Deposit,32364.23,Mobile
TXN094346,ACC02080,2026-04-30,Deposit,36724.61,ATM
TXN070003,ACC06834,2026-04-03,Withdrawal,8063.49,ATM
TXN084092,ACC06562,2026-04-02,Payment,10365.88,Branch
TXN103771,ACC02237,2026-05-07,Transfer,3909.21,ATM
TXN078488,ACC10356,2025-05-14,Payment,10062.96,Branch
TXN080353,ACC01087,2025-09-15,Withdrawal,26173.42,Mobile
TXN021028,ACC06379,2025-09-30,Deposit,40678.25,Online
TXN088408,ACC00173,2025-12-29,Transfer,26312.97,Mobile
TXN057500,ACC00979,2026-06-23,Transfer,29560.31,Online
TXN104583,ACC05322,2026-03-18,Payment,24025.91,ATM
TXN125232,ACC00405,2026-09-01,Payment,32735.18,ATM
TXN096688,ACC00467,2026-05-13,Withdrawal,31317.59,Online
TXN068808,ACC03008,2025-08-20,Withdrawal,46637.09,Online
TXN026656,ACC03975,2025-07-05,Deposit,-24142.76,Branch
TXN095075,ACC00008,2024-12-15,Transfer,12723.68,Branch
TXN016917,ACC11067,2025-07-21,Deposit,49390.12,Online
TXN108002,ACC09451,2025-09-13,Deposit,9194.8,Branch
TXN103642,ACC02417,2025-12-05,Withdrawal,12650.15,Online
TXN090193,ACC03737,2026-01-26,Deposit,8426.46,Online
TXN124460,ACC07473,2026-01-26,Transfer,9158.89,Online
TXN088046,ACC06527,2025-06-19,Deposit,34070.42,Online
TXN029383,ACC11040,2025-08-29,Deposit,4305.39,ATM
TXN039530,ACC04165,2025-11-23,Transfer,38516.08,ATM
TXN051465,ACC03576,2026-01-07,Withdrawal,47871.49,Branch
TXN060343,ACC02927,2025-09-27,Deposit,23400.84,Branch
TXN092249,ACC07696,2025-12-30,Deposit,3809.38,Online
TXN003395,ACC00631,2026-07-24,Deposit,41304.64,Mobile
TXN053953,ACC09784,2025-01-11,Withdrawal,24018.51,ATM
TXN089528,ACC07600,2025-05-10,Withdrawal,25631.49,ATM
TXN120576,ACC04744,2025-08-13,Transfer,48257.08,Branch
TXN085562,ACC10707,2026-04-18,Transfer,30512.43,Branch
TXN056722,ACC11239,2025-01-12,Withdrawal,19195.16,Mobile
TXN006387,ACC08786,2026-09-02,Deposit,26293.69,Mobile
TXN118503,ACC05894,2026-08-30,Transfer,49869.69,Branch
TXN111096,ACC07052,2024-10-27,Deposit,6271.5,Mobile
TXN001924,ACC09218,2024-12-29,Withdrawal,47794.9,ATM
TXN118629,ACC08851,2025-07-25,Transfer,34301.72,ATM
TXN135031,ACC02630,2025-06-14,,41327.48,Mobile
TXN039142,ACC04449,2026-07-06,Transfer,14982.92,Mobile
TXN017106,ACC08558,2025-02-09,Payment,41382.18,Branch
TXN134769,ACC02454,2025-11-12,Withdrawal,46811.97,ATM
TXN121713,ACC01154,2025-09-26,Transfer,23161.38,Mobile
TXN124295,ACC04396,2025-11-27,Deposit,11451.8,Branch
TXN009709,ACC06154,2026-04-24,Transfer,46658.67,Branch
TXN127704,ACC08123,2026-01-24,Transfer,1660.17,Branch
TXN039824,ACC01366,2025-08-13,Transfer,13472.23,ATM
TXN045457,ACC01537,2026-02-17,Transfer,9223.59,Mobile
TXN124362,ACC10027,2025-10-10,Transfer,1157.13,ATM
TXN033213,ACC08920,2026-04-06,Payment,4364.15,Branch
TXN123994,ACC07906,2024-11-10,Transfer,23011.57,Online
TXN060537,ACC03442,2025-12-22,Payment,27802.89,Branch
TXN033402,ACC04840,2025-01-14,Deposit,25658.46,Online
TXN020945,ACC01454,2025-12-30,Withdrawal,14198.25,Mobile
TXN058259,ACC08465,2026-03-20,Deposit,49075.08,Mobile
TXN088303,ACC05955,2026-07-03,Transfer,31751.7,Mobile
TXN044148,ACC11990,2025-03-19,Payment,42032.58,ATM
TXN089660,ACC04976,2025-08-26,Withdrawal,30377.92,Online
TXN085888,ACC06595,2026-03-15,Deposit,38527.79,Mobile
TXN030499,ACC10779,2024-11-16,Payment,12905.49,Mobile
TXN046652,ACC00328,2026-05-27,Withdrawal,47257.4,Mobile
TXN088142,ACC10000,2025-01-17,Withdrawal,1543.7,Branch
TXN061124,ACC08055,2025-03-27,Payment,42735.03,Branch
TXN113047,ACC07797,2025-04-16,Transfer,8179.66,Branch
TXN015890,ACC08048,2025-12-30,Payment,21895.3,ATM
TXN109951,ACC00355,2026-09-02,Deposit,44399.77,Branch
TXN048224,ACC06830,2025-08-19,Payment,32612.39,Branch
TXN058478,ACC10211,2026-01-15,Withdrawal,30854.8,Branch
TXN040253,ACC08689,2025-12-05,Deposit,3716.85,ATM
TXN036213,ACC03717,2026-05-16,Transfer,21655.28,ATM
TXN008030,ACC02865,2026-05-02,Deposit,47486.99,Mobile
TXN127750,ACC05677,2025-10-17,Withdrawal,23527.39,Online
TXN114364,ACC00903,2026-02-08,Withdrawal,1300.7,Mobile
TXN032364,ACC10474,2025-09-14,Deposit,24306.64,Branch
TXN036386,ACC02259,2025-08-13,Transfer,34298.32,Branch
TXN119100,ACC07383,2024-11-29,Deposit,9050.85,online
TXN086652,ACC01566,2024-10-29,Payment,6888.7,ATM
TXN041356,ACC03489,2024-10-14,Transfer,35001.87,Mobile
TXN122918,ACC11589,2025-09-11,Payment,14351.96,Branch
TXN136761,ACC01968,2026-09-06,Transfer,3103.31,Online
TXN018048,ACC10837,2026-02-27,Withdrawal,35757.66,Online
TXN010784,ACC00344,2026-03-03,Payment,2744.36,Branch
TXN023731,ACC08518,2025-09-24,Payment,34766.19,Branch
TXN051534,ACC04958,2026-04-30,Payment,8586.79,Online
TXN090406,ACC09358,2025-03-07,Transfer,27993.01,ATM
TXN002649,ACC01688,2025-11-28,Transfer,19621.4,Online
TXN055338,ACC08863,2026-04-08,Transfer,25718.41,Mobile
TXN044796,ACC08927,2025-01-17,Payment,34217.21,Mobile
TXN091774,ACC06101,2026-06-11,Withdrawal,11903.99,Branch
TXN005294,ACC06660,2026-04-12,Transfer,18792.97,Online
TXN083340,ACC05140,2025-10-05,Withdrawal,15775.4,Online
TXN031339,ACC01987,2024-09-10,Payment,38000.0,Mobile
TXN132530,ACC09392,2025-02-08,Transfer,9164.34,Mobile
TXN137967,ACC04101,2026-02-22,Deposit,18916.84,ATM
TXN130803,ACC05626,2025-07-29,Payment,38973.86,ATM
TXN072566,ACC01605,2025-04-07,Withdrawal,9544.28,Branch
TXN092473,ACC08479,2026-05-25,Transfer,38340.75,Online
TXN014164,ACC04620,2025-10-15,Payment,34314.04,Branch
TXN007888,ACC11880,2026-05-21,Deposit,13643.76,Online
TXN098919,ACC11664,2026-02-09,Transfer,24901.2,Branch
TXN073375,ACC04240,2024-10-13,Withdrawal,43166.61,ATM
TXN033577,ACC09898,2025-01-11,Deposit,42677.23,Mobile
TXN029502,ACC06353,2026-08-16,Withdrawal,18229.05,ATM
TXN066122,ACC02835,2024-12-21,Deposit,6201.43,ATM
TXN076700,ACC00017,2025-09-30,Deposit,33962.56,Mobile
TXN134679,ACC08793,2025-07-05,Transfer,22040.48,Branch
TXN103061,ACC02044,2025-03-04,Deposit,27833.89,Online
TXN032854,ACC08044,2025-12-05,Payment,1100.98,Online
TXN046521,ACC04676,2025-04-03,Payment,33748.19,Branch
TXN112364,ACC05592,2025-11-30,Deposit,45882.6,ATM
TXN018355,ACC02114,2025-09-05,Transfer,46969.58,ATM
TXN126327,ACC01690,2025-09-16,Withdrawal,32217.09,Mobile
TXN072519,ACC03673,2026-02-12,Payment,29589.41,Mobile
TXN104831,ACC00542,2026-01-13,Deposit,21678.74,Online
TXN070282,ACC03558,2024-09-13,Transfer,30197.22,ATM
TXN118011,ACC08205,2024-12-21,Transfer,47233.61,Online
TXN007393,ACC03894,2025-08-15,Transfer,8755.29,Online
TXN079046,ACC09934,2025-02-18,Payment,29647.0,Online
TXN128166,ACC09039,2025-08-13,Deposit,10111.49,Branch
TXN118159,ACC01627,2025-03-31,Transfer,34015.31,ATM
TXN067778,ACC05506,2025-07-15,Deposit,9591.17,Mobile
TXN018437,ACC05614,2025-01-06,Deposit,15484.65,Online
TXN079953,ACC00874,2025-11-03,Transfer,48105.41,Mobile
TXN016791,ACC11745,2024-12-03,Withdrawal,35351.97,ATM
TXN010208,ACC08491,2026-02-26,Transfer,41990.11,Mobile
TXN120214,ACC06504,2025-11-02,Transfer,19086.12,Branch
TXN030237,ACC06337,2026-06-29,Transfer,42364.79,Online
TXN022158,ACC08672,2026-07-04,Payment,29770.07,Mobile
TXN121194,ACC10681,2024-12-31,Transfer,44145.12,ATM
TXN121061,ACC02294,2026-06-30,Deposit,33081.86,Branch
TXN122042,ACC05436,2026-04-09,Withdrawal,26808.32,Online
TXN114245,ACC00702,2026-02-08,Payment,6803.62,Branch
TXN033621,ACC11768,2026-05-11,Transfer,12040.02,Online
TXN110826,ACC06088,2025-06-03,Withdrawal,26148.49,Mobile
TXN063956,ACC00782,2025-02-02,Transfer,32496.77,Branch
TXN026083,ACC07812,2025-09-03,Deposit,22147.04,Mobile
TXN117659,ACC11399,2026-01-10,Payment,11321.22,Online
TXN137951,ACC01282,2025-03-09,Transfer,36371.56,Online
TXN000507,ACC03730,2026-02-08,Deposit,18107.5,ATM
TXN044218,ACC02286,2024-10-25,Withdrawal,20935.53,Branch
TXN054944,ACC02877,2025-07-22,Withdrawal,4624.06,ATM
TXN064924,ACC07956,2025-08-15,Deposit,38643.5,Branch
TXN042487,ACC03972,2025-01-26,Withdrawal,45208.69,Mobile
TXN079147,ACC09163,2025-09-01,Transfer,10872.55,Online
TXN115395,ACC09800,2025-05-26,Withdrawal,26022.4,ATM
TXN136430,ACC07984,2025-03-16,Transfer,25856.68,Branch
TXN065724,ACC00574,2025-08-31,Payment,23254.64,Mobile
TXN004290,ACC04339,2025-01-25,Withdrawal,36950.13,Online
TXN100661,ACC03260,2026-01-21,Deposit,22035.16,ATM
TXN089624,ACC02298,2025-08-30,Withdrawal,45505.16,Online
TXN094970,ACC00363,2025-10-08,Withdrawal,42064.48,Online
TXN053102,ACC06309,2024-11-18,Deposit,8886.54,ATM
TXN011336,ACC08504,2026-06-09,Withdrawal,24960.26,ATM
TXN031950,ACC07572,2026-05-10,Payment,11496.62,ATM
TXN112875,ACC07344,2025-06-30,Payment,21822.47,Online
TXN021306,ACC07578,2026-08-18,Withdrawal,12921.59,Mobile
TXN084717,ACC00074,2026-01-28,,24153.28,Online
TXN046824,ACC05635,2024-12-22,Withdrawal,47694.1,ATM
TXN115933,ACC03365,2026-06-06,Payment,1081.54,ATM
TXN125300,ACC03801,2025-10-29,Withdrawal,18392.62,Online
TXN058496,ACC03472,2026-04-18,Deposit,1990.38,Branch
TXN044508,ACC01585,2025-07-10,Deposit,26871.67,ATM
TXN081112,ACC02839,2025-11-10,Transfer,37765.32,Branch
TXN039486,ACC02815,2026-06-16,Payment,29349.53,Online
TXN111625,ACC02028,2024-09-16,Payment,34345.52,ATM
TXN050044,ACC08854,2025-11-25,Payment,49310.42,Online
TXN109171,ACC08741,2025-11-29,Withdrawal,14923.42,ATM
TXN085134,ACC03259,2024-11-21,Transfer,44328.97,ATM
TXN035377,ACC06161,2026-04-02,Payment,19817.63,Online
TXN113207,ACC99999,2026-03-15,Withdrawal,2774.29,Mobile
TXN082827,ACC06704,2025-04-27,Transfer,34954.52,Online
TXN116300,ACC07976,2025-01-16,Deposit,16214.19,ATM
TXN013031,ACC11502,2025-08-11,Payment,18424.46,Branch
TXN054763,ACC05914,2025-07-23,Payment,3903.33,Branch
TXN042354,ACC03784,2026-03-29,Deposit,45935.91,ATM
TXN069831,ACC03185,2024-09-24,Transfer,21316.56,ATM
TXN061244,ACC04327,2025-06-05,Deposit,5657.44,Online
TXN068344,ACC03461,2025-01-20,Deposit,25847.33,Mobile
TXN084498,ACC02795,2025-05-30,,46854.85,Online
TXN126592,ACC00839,2025-03-06,Transfer,48155.64,ATM
TXN095022,ACC07979,2026-06-10,Withdrawal,5065.45,Mobile
TXN026101,ACC08179,2025-01-12,Transfer,29484.34,Online
TXN136910,ACC09770,2025-01-18,Payment,43974.75,ATM
TXN128524,ACC08418,2025-08-06,Withdrawal,38642.53,ATM
TXN050476,ACC06137,2026-03-11,Payment,43001.12,Online
TXN042193,ACC06411,2026-04-09,Transfer,19170.86,Mobile
TXN020537,ACC04360,2025-06-24,Withdrawal,18568.65,Mobile
TXN030823,ACC01575,2025-01-10,Deposit,48333.72,ATM
TXN123126,ACC04308,2025-01-07,Transfer,11384.75,ATM
TXN004505,ACC11893,2026-03-10,Deposit,31764.49,ATM
TXN072805,ACC09066,2024-10-19,Transfer,39695.45,Branch
TXN098226,ACC09624,2026-02-21,Transfer,46846.38,ATM
TXN059346,ACC08870,2024-10-30,Deposit,7783.25,Mobile
TXN060013,ACC06089,2025-12-02,Withdrawal,21918.19,Branch
TXN129073,ACC09673,2026-07-09,Withdrawal,39170.1,ATM
TXN043009,ACC00468,2026-03-05,Transfer,22768.96,Mobile
TXN038725,ACC01386,2025-01-15,Withdrawal,11218.15,Online
TXN130865,ACC10857,2025-02-05,Withdrawal,14763.88,Online
TXN052544,ACC06022,2025-07-09,Deposit,49764.49,ATM
TXN033998,ACC08137,2025-02-23,Withdrawal,14683.92,Mobile
TXN093089,ACC03072,2025-02-06,Transfer,20364.0,Online
TXN000658,ACC03006,2026-01-19,Withdrawal,40040.04,ATM
TXN109417,ACC09508,2025-08-04,Payment,32483.64,ATM
TXN062551,ACC02316,2025-02-07,Withdrawal,36640.39,ATM
TXN083776,ACC02725,2025-11-03,Payment,47935.09,Branch
TXN114360,ACC04385,2024-12-16,Transfer,46323.83,ATM
TXN127360,ACC03140,2024-09-22,Transfer,5887.98,Online
TXN115157,ACC03721,2025-10-09,Payment,44168.09,Online
TXN119610,ACC05004,2026-01-30,Payment,8905.82,Online
TXN072827,ACC09416,2025-06-12,Transfer,21606.99,Online
TXN027013,ACC10869,2026-04-23,Deposit,38023.1,Branch
TXN069123,ACC00759,2025-09-30,Deposit,48842.67,Mobile
TXN132538,ACC03700,2026-04-23,Transfer,17222.11,Mobile
TXN009152,ACC03794,2026-06-12,Payment,45603.93,Mobile
TXN069173,ACC11735,2024-09-09,Withdrawal,32425.19,Mobile
TXN046757,ACC05301,2026-09-02,Transfer,1649.38,Mobile
TXN054129,ACC11075,2026-03-13,Deposit,34065.16,Mobile
TXN098124,ACC03034,2025-11-16,Transfer,41572.56,Online
TXN069322,ACC06817,2026-05-27,Deposit,41461.29,Branch
TXN043262,ACC07624,2025-08-30,Withdrawal,26400.84,Branch
TXN100574,ACC05129,2024-10-07,Deposit,16227.1,Branch
TXN064475,ACC10339,2024-11-24,Transfer,27757.73,Online
TXN103890,ACC07802,2026-01-31,Payment,37146.44,Mobile
TXN111142,ACC07414,2026-06-02,Transfer,44576.14,Branch
TXN007199,ACC05368,2025-05-12,Deposit,21516.65,ATM
TXN098458,ACC08798,2026-06-02,Transfer,18349.53,Branch
TXN136962,ACC04054,2026-04-24,Withdrawal,47114.12,Online
TXN072515,ACC04995,2025-07-08,Withdrawal,19799.53,Online
TXN042088,ACC10559,2024-11-05,Payment,6535.46,Online
TXN058474,ACC11206,2026-07-30,Withdrawal,20116.12,ATM
TXN000409,ACC11129,2026-03-20,Transfer,6699.79,Mobile
TXN005749,ACC07349,2025-06-02,Transfer,17080.0,Online
TXN092825,ACC02250,2026-07-05,Deposit,30953.01,Branch
TXN114488,ACC07848,2025-11-14,Transfer,450.87,Online
TXN061815,ACC10755,2025-05-30,Deposit,25103.87,ATM
TXN032248,ACC01901,2025-12-12,Deposit,13262.03,Online
TXN030583,ACC08050,2024-10-28,Transfer,9010.05,Mobile
TXN086872,ACC09396,2026-05-05,Transfer,13221.73,Branch
TXN066987,ACC04264,2025-10-04,Deposit,29926.29,Branch
