loan_id,total_due,total_paid,avg_days_late,missed_payments,repayment_ratio
LN04947,86949.66,71270.52,3.3333333333333335,0,0.82
LN04948,47982.189999999995,37955.97,6.0,1,0.79
LN04949,78363.8,52581.020000000004,1.0,0,0.67
LN04950,63836.75,38453.83,17.5,2,0.6
LN04951,77318.95,110707.5,7.3,1,1.43
LN04952,100364.61,102940.53,0.6666666666666666,0,1.03
LN04953,35567.340000000004,37214.62,10.0,1,1.05
LN04954,113504.58,126408.34,5.25,1,1.11
LN04955,74827.66,65199.630000000005,2.1666666666666665,0,0.87
LN04956,17702.71,53205.82,7.5,1,3.01
LN04957,98741.56,103287.82,1.8571428571428572,0,1.05
LN04958,80876.36,104133.69,0.42857142857142855,0,1.29
LN04959,140634.49,169213.57,8.153846153846153,3,1.2
LN04960,115743.62,104925.06,11.11111111111111,3,0.91
LN04961,98631.69,95734.23,10.0,2,0.97
LN04962,127514.39,109626.09,3.9,0,0.86
LN04963,73889.63,77195.46,2.1666666666666665,0,1.04
LN04964,44350.85,46487.57,2.5,0,1.05
LN04965,68615.93,107661.81999999999,1.5,0,1.57
LN04966,101259.8,139120.84,10.6,2,1.37
LN04967,128900.44,103888.67000000001,1.9,0,0.81
LN04968,102635.81,160759.04,7.181818181818182,2,1.57
LN04969,138532.16,120063.97,0.75,0,0.87
LN04970,87258.73999999999,84231.34,2.0,0,0.97
LN04971,37125.869999999995,10264.06,5.0,0,0.28
LN04972,87107.03,82070.61,4.5,1,0.94
LN04973,44198.08,41874.44,6.0,1,0.95
LN04974,73445.01000000001,80350.19,7.166666666666667,1,1.09
LN04975,114208.89,80156.31,6.0,2,0.7
LN04976,125942.42,112773.19,2.0,0,0.9
LN04977,148214.76,104357.2,6.083333333333333,1,0.7
LN04978,97802.54000000001,61928.630000000005,5.142857142857143,1,0.63
LN04979,89334.01,56684.48,15.142857142857142,3,0.63
LN04980,79963.31999999999,86040.90000000001,3.75,1,1.08
LN04981,148652.19,129342.63,13.0,5,0.87
LN04982,52896.34,69580.85,15.75,4,1.32
LN04983,32342.910000000003,43284.75,5.0,0,1.34
LN04984,136439.46,97073.0,9.9,3,0.71
LN04985,39014.16,51861.57,2.6,0,1.33
LN04986,125080.73000000001,108154.20999999999,4.777777777777778,1,0.86
LN04987,19446.010000000002,60284.19,8.25,1,3.1
LN04988,49704.5,59462.25,0.5,0,1.2
LN04989,47800.850000000006,28406.54,2.0,0,0.59
LN04990,85431.84,115034.12,8.454545454545455,3,1.35
LN04991,63616.09,47956.44,8.833333333333334,1,0.75
LN04992,106729.78,85930.36,10.0,2,0.81
LN04993,73226.9,51831.130000000005,7.666666666666667,1,0.71
LN04994,139346.54,118673.21,5.166666666666667,1,0.85
LN04995,42200.42,29787.78,0.75,0,0.71
LN04996,57019.32,48727.66,12.166666666666666,2,0.85
LN04997,123888.1,81163.66,8.0,2,0.66
LN04998,81774.61,34377.06,4.285714285714286,0,0.42
LN04999,153722.65,128298.84999999999,4.769230769230769,1,0.83
LN05000,56840.899999999994,76472.35,2.5,0,1.35
LN05001,41190.06,16533.55,13.333333333333334,1,0.4
LN05002,34526.4,47755.31,5.0,0,1.38
LN05003,39660.29,42183.69,20.0,2,1.06
LN05004,96879.57,81942.95,1.7142857142857142,0,0.85
LN05005,38606.28,66958.84,4.0,0,1.73
LN05006,136593.22,140375.47,7.166666666666667,2,1.03
LN05007,86007.64,93689.88,0.375,0,1.09
LN05008,72747.06,62388.55,5.5,1,0.86
LN05009,84842.31,73804.98,7.0,1,0.87
LN05010,80209.08,96345.87,8.625,2,1.2
LN05011,87751.18000000001,112989.61,4.333333333333333,1,1.29
LN05012,76417.77,81349.5,4.5,1,1.06
LN05013,62639.01,82158.7,12.875,5,1.31
LN05014,88404.11,46857.14,8.571428571428571,1,0.53
LN05015,82882.57,32579.41,8.333333333333334,1,0.39
LN05016,87333.3,86897.18,3.2222222222222223,0,1.0
LN05017,58833.520000000004,58859.44,2.0,0,1.0
LN05018,91937.7,104322.67,8.88888888888889,2,1.13
LN05019,91768.19,108765.56,9.3,2,1.19
LN05020,35779.83,80364.68,2.6666666666666665,0,2.25
LN05021,92536.95999999999,100499.09,2.5555555555555554,0,1.09
LN05022,86477.28,102292.09,5.375,1,1.18
LN05023,101794.16,96127.08,3.25,0,0.94
LN05024,48382.79,70381.9,0.5,0,1.45
LN05025,27474.22,45996.43,8.25,1,1.67
LN05026,103647.45999999999,125032.24,6.0,1,1.21
LN05027,48584.979999999996,32329.699999999997,22.5,3,0.67
LN05028,78921.04000000001,63284.15,3.3333333333333335,0,0.8
LN05029,70303.76,66524.15,6.142857142857143,1,0.95
LN05030,119164.59999999999,100260.42,5.090909090909091,1,0.84
LN05031,103163.70999999999,97640.08,7.333333333333333,1,0.95
LN05032,74823.54000000001,53391.35,16.0,3,0.71
LN05033,103004.48999999999,91672.26,6.625,1,0.89
LN05034,90745.84,80410.7,8.88888888888889,2,0.89
LN05035,100447.68000000001,113102.31,3.9,0,1.13
LN05036,122162.5,150546.55,7.181818181818182,2,1.23
LN05037,79342.44,64343.3,4.125,1,0.81
LN05038,45620.3,64533.479999999996,8.6,1,1.41
LN05039,40900.71,68949.13,8.833333333333334,1,1.69
LN05040,34083.36,57354.31,3.2,0,1.68
LN05041,78361.13,78242.17,1.625,0,1.0
LN05042,77855.13,54004.78,3.1666666666666665,2,0.69
LN05043,115365.5,126900.55,6.3,1,1.1
LN05044,127595.93000000001,116262.26999999999,10.3,3,0.91
LN05045,32333.7,51643.61,0.6,0,1.6
LN05046,78809.62,77661.32,7.166666666666667,1,0.99
LN05047,63835.12,73430.05,5.5,0,1.15
LN05048,39592.83,44426.649999999994,3.25,0,1.12
LN05049,35006.03,27792.059999999998,-7.5,1,0.79
LN05050,43484.590000000004,42391.43,1.5,0,0.97
LN05051,57927.509999999995,61026.67,4.5,1,1.05
LN05052,123337.63,83122.19,9.2,2,0.67
LN05053,102654.5,110002.67,8.6,2,1.07
LN05054,77772.49,83595.34,10.75,2,1.07
LN05055,48724.869999999995,89440.34,2.2857142857142856,0,1.84
LN05056,97850.54,104473.77,10.666666666666666,3,1.07
LN05057,143351.71,120578.8,7.7272727272727275,2,0.84
LN05058,66671.68,69798.04000000001,6.25,1,1.05
LN05059,105376.94,123575.95,6.636363636363637,2,1.17
LN05060,34388.27,31237.87,15.0,2,0.91
LN05061,43476.9,51232.5,4.0,0,1.18
LN05062,59985.799999999996,47906.47,10.75,1,0.8
LN05063,35982.69,36009.06,3.3333333333333335,0,1.0
LN05064,58527.46,56108.05,9.2,1,0.96
LN05065,131536.7,161810.07,13.785714285714286,6,1.23
LN05066,95276.92,117575.64,6.636363636363637,1,1.23
LN05067,72761.41,99754.77,3.2222222222222223,0,1.37
LN05068,87420.3,109633.71,0.375,0,1.25
LN05069,62739.41,30799.34,2.6,0,0.49
LN05070,106177.05,123418.76000000001,9.555555555555555,2,1.16
LN05071,79230.63,67781.14,10.375,2,0.86
LN05072,96968.9,82742.40000000001,11.625,3,0.85
LN05073,81208.7,71176.61,8.571428571428571,2,0.88
LN05074,59875.37,63807.24,1.4285714285714286,0,1.07
LN05075,62733.94,49965.83,12.0,2,0.8
LN05076,61798.19,61411.51,8.6,1,0.99
LN05077,94564.78,104806.84,6.3,1,1.11
LN05078,65815.91,88276.7,10.428571428571429,2,1.34
LN05079,106465.81999999999,99434.72,9.222222222222221,2,0.93
LN05080,69682.84,91968.29000000001,13.625,3,1.32
LN05081,68955.48,78290.34,13.333333333333334,2,1.14
LN05082,152831.5,127402.34,15.428571428571429,7,0.83
LN05083,80140.54000000001,89318.63,4.714285714285714,1,1.11
LN05084,65984.84,60473.05,8.0,1,0.92
LN05085,105212.91,90409.71,5.444444444444445,1,0.86
LN05086,83050.86,109248.45,7.5,2,1.32
LN05087,111091.44,139409.18,11.181818181818182,3,1.25
LN05088,98660.13,80766.51,5.0,0,0.82
LN05089,40514.37,16519.62,0.75,0,0.41
LN05090,91877.15,67869.26,1.5,0,0.74
LN05091,102023.54,88674.91,3.9,1,0.87
LN05092,137062.5,122803.03,6.2727272727272725,2,0.9
LN05093,102289.05,87427.46,11.0,3,0.85
LN05094,75197.43,88982.7,7.166666666666667,1,1.18
LN05095,88694.86,75777.18,11.625,3,0.85
LN05096,96756.83,93541.51,8.3,2,0.97
LN05097,58078.99,61144.51,4.714285714285714,1,1.05
LN05098,90957.42,66632.0,7.875,2,0.73
LN05099,125762.89,172334.67,4.166666666666667,1,1.37
LN05100,107402.31,95667.87,11.3,3,0.89
LN05101,50095.17,59240.05,12.857142857142858,3,1.18
LN05102,62858.27,44988.06,6.666666666666667,1,0.72
LN05103,116092.86,117814.37000000001,12.090909090909092,4,1.01
LN05104,53043.77,63654.51,6.6,1,1.2
LN05105,63738.55,57774.38,8.6,1,0.91
LN05106,76928.56,76173.39,14.714285714285714,3,0.99
LN05107,102590.86,108737.68,14.454545454545455,4,1.06
LN05108,94848.75,45753.91,15.142857142857142,3,0.48
LN05109,155128.19,126069.04000000001,11.642857142857142,4,0.81
LN05110,200638.13,162151.08,5.533333333333333,1,0.81
LN05111,55867.42,60897.65,10.6,1,1.09
LN05112,107707.35,64289.83,5.0,1,0.6
LN05113,77674.97,124225.67,5.7272727272727275,2,1.6
LN05114,52487.94,85080.41,16.571428571428573,3,1.62
LN05115,92152.66,83506.25,3.625,0,0.91
LN05116,80030.58,76223.32,8.833333333333334,1,0.95
LN05117,116636.43,88366.82,2.888888888888889,0,0.76
LN05118,27420.559999999998,23025.54,3.25,0,0.84
LN05119,38078.020000000004,38276.76,11.666666666666666,2,1.01
LN05120,98552.18,42290.71,6.142857142857143,1,0.43
LN05121,46167.25,40945.65,0.0,0,0.89
LN05122,35688.88,47835.42,8.6,1,1.34
LN05123,70019.88,77544.22,4.5,0,1.11
LN05124,144857.47999999998,118210.42,9.909090909090908,3,0.82
LN05125,109931.98999999999,126932.92,9.909090909090908,3,1.15
LN05126,35611.11,45009.759999999995,2.0,0,1.26
LN05127,102025.61,88457.31,6.625,1,0.87
LN05128,154509.05,122208.41,6.3076923076923075,2,0.79
LN05129,111210.55,51907.83,13.25,3,0.47
LN05130,76488.65,66026.79000000001,10.375,2,0.86
LN05131,67753.51999999999,69726.41,11.666666666666666,2,1.03
LN05132,95391.66,72229.86,2.875,0,0.76
LN05133,53684.979999999996,51277.46,4.6,0,0.96
LN05134,41771.2,34386.72,0.0,0,0.82
LN05135,79380.43,50419.89,2.6666666666666665,0,0.64
LN05136,105864.62,119625.56,2.0,0,1.13
LN05137,50922.83,57205.96000000001,8.0,1,1.12
LN05138,46808.99,74533.81,12.166666666666666,2,1.59
LN05139,80433.54,72907.77,4.5,0,0.91
LN05140,59433.18,47031.909999999996,7.2,0,0.79
LN05141,109650.28,101630.76000000001,5.6,1,0.93
LN05142,110975.88,105830.84,5.090909090909091,1,0.95
LN05143,121892.87,133020.74,5.909090909090909,1,1.09
LN05144,53342.39,46778.590000000004,10.6,1,0.88
LN05145,88575.12,73698.68,10.75,2,0.83
LN05146,93590.91,80948.98,17.0,4,0.86
LN05147,91782.8,88142.93000000001,9.555555555555555,2,0.96
LN05148,88872.93,80309.86,14.285714285714286,3,0.9
LN05149,140856.12,126159.42,10.5,3,0.9
LN05150,90717.3,92609.72,7.333333333333333,2,1.02
LN05151,114912.97,98880.69,6.3,1,0.86
LN05152,100943.09,86692.34,11.0,3,0.86
LN05153,3724.9,7054.32,10.0,0,1.89
LN05154,58741.77,69053.17,2.1666666666666665,0,1.18
LN05155,39822.62,92051.83,0.8571428571428571,0,2.31
LN05156,143095.45,150436.01,9.923076923076923,3,1.05
LN05157,102595.76,78966.69,3.6666666666666665,1,0.77
LN05158,103696.23,125618.47,5.363636363636363,1,1.21
LN05159,77433.9,91658.07,1.4444444444444444,0,1.18
LN05160,34343.83,22549.91,15.75,2,0.66
LN05161,116574.67,104482.88,4.7272727272727275,1,0.9
LN05162,55689.89,90562.72,3.8333333333333335,0,1.63
LN05163,31385.91,31526.07,5.0,0,1.0
LN05164,108338.15,98098.31999999999,11.181818181818182,4,0.91
LN05165,38212.479999999996,42762.57,0.75,0,1.12
LN05166,142686.88,142666.9,9.0,3,1.0
LN05167,61034.33,76113.99,9.333333333333334,1,1.25
LN05168,85191.63,128120.92000000001,5.2,1,1.5
LN05169,57614.05,56662.850000000006,7.2,1,0.98
LN05170,67012.59,77044.17,11.0,2,1.15
LN05171,37395.23,19522.42,1.5,0,0.52
LN05172,32851.3,37695.57,20.5,4,1.15
LN05173,114449.3,131684.94,4.3,1,1.15
LN05174,88389.5,49788.18,14.285714285714286,3,0.56
LN05175,52683.43,59901.12,14.6,2,1.14
LN05176,59746.95,60795.28,0.5,0,1.02
LN05177,142465.99,202474.27,9.066666666666666,4,1.42
LN05178,80855.55,92076.77,8.11111111111111,2,1.14
LN05179,31827.21,11389.88,6.666666666666667,0,0.36
LN05180,30047.949999999997,78048.37,5.5,1,2.6
LN05181,70261.98000000001,51956.96000000001,10.5,1,0.74
LN05182,78963.3,67619.39,18.0,4,0.86
LN05183,48527.07,62006.23,0.0,0,1.28
LN05184,91313.74,84478.73,5.555555555555555,1,0.93
LN05185,43115.18,36772.68,15.75,2,0.85
LN05186,88130.79000000001,115871.76000000001,8.88888888888889,2,1.31
LN05187,104988.7,85388.78,7.777777777777778,1,0.81
LN05188,42629.83,62371.26,2.6666666666666665,0,1.46
LN05189,127361.06,116909.43,6.636363636363637,3,0.92
LN05190,103807.08,115724.85,10.272727272727273,3,1.11
LN05191,63678.82000000001,59333.57,14.0,2,0.93
LN05192,102866.58,76973.15,7.333333333333333,2,0.75
LN05193,125603.09,96804.26000000001,15.88888888888889,4,0.77
LN05194,131300.27,118383.35,10.0,3,0.9
LN05195,89111.08,76434.29000000001,14.125,3,0.86
LN05196,103686.36,105304.11,4.0,1,1.02
LN05197,40419.85,39675.05,7.5,1,0.98
LN05198,42985.28,32300.890000000003,8.25,1,0.75
LN05199,90282.18000000001,92655.2,9.636363636363637,3,1.03
LN05200,77711.31,77943.68,1.7142857142857142,0,1.0
LN05201,87969.22,115420.63,5.6,1,1.31
LN05202,115759.01,71360.61,2.0,0,0.62
LN05203,34629.4,13688.990000000002,16.666666666666668,1,0.4
LN05204,148348.97999999998,95901.63,10.0,3,0.65
LN05205,50122.47,18092.26,7.666666666666667,0,0.36
LN05206,111277.52,129004.4,3.5454545454545454,0,1.16
LN05207,32324.16,32314.739999999998,21.0,2,1.0
LN05208,98882.37,115602.28,4.7272727272727275,1,1.17
LN05209,57452.49,82843.45999999999,3.3333333333333335,0,1.44
LN05210,67292.57,44954.31,1.2,0,0.67
LN05211,83633.08,109936.4,5.0,1,1.31
LN05212,56655.200000000004,67908.05,3.3333333333333335,1,1.2
LN05213,45774.95,49319.07,10.0,1,1.08
LN05214,102420.6,135165.7,14.818181818181818,5,1.32
LN05215,36761.729999999996,44662.04,10.0,1,1.21
LN05216,116816.06999999999,72341.35,6.222222222222222,0,0.62
LN05217,126190.85,148329.82,7.384615384615385,2,1.18
LN05218,113087.46,116463.85,3.3,0,1.03
LN05219,164599.46,126843.48,8.692307692307692,3,0.77
LN05220,75515.93,82093.49,12.875,3,1.09
LN05221,63274.89,53208.72,15.142857142857142,3,0.84
LN05222,38475.04,58253.46,5.0,0,1.51
LN05223,66983.88,104196.94,9.428571428571429,2,1.56
LN05224,62092.79,63899.119999999995,11.0,2,1.03
LN05225,64130.91,46467.32,6.6,1,0.72
LN05226,71485.78,86609.16,1.125,0,1.21
LN05227,95874.06,98370.3,11.25,2,1.03
LN05228,42929.770000000004,42914.54,1.5,0,1.0
LN05229,128860.31,160308.65,13.785714285714286,6,1.24
LN05230,72949.08,47583.85,0.6,0,0.65
LN05231,82889.25,103614.12,2.888888888888889,0,1.25
LN05232,73942.56999999999,88600.92,5.25,1,1.2
LN05233,51178.19,60139.39,14.0,2,1.18
LN05234,112703.87000000001,129286.64,7.818181818181818,2,1.15
LN05235,76646.83,85447.46,2.375,0,1.11
LN05236,140041.53,142937.07,5.076923076923077,1,1.02
LN05237,82214.55,81731.94,7.0,1,0.99
LN05238,54772.46,71821.3,9.0,2,1.31
LN05239,71950.55,92771.93,6.571428571428571,1,1.29
LN05240,110172.23000000001,104218.44,2.2222222222222223,0,0.95
LN05241,57990.149999999994,46690.1,10.75,1,0.81
LN05242,134348.51,126333.51000000001,3.0,3,0.94
LN05243,76119.17,91678.59,6.625,1,1.2
LN05244,127653.87999999999,82620.17,9.222222222222221,2,0.65
LN05245,79828.51,58344.64,5.25,1,0.73
LN05246,83110.54,47435.08,8.833333333333334,1,0.57
LN05247,58616.020000000004,83330.11,13.333333333333334,3,1.42
LN05248,104697.19,83511.45,4.125,1,0.8
LN05249,79705.12,102161.83,5.111111111111111,3,1.28
LN05250,64173.93,85431.96,1.8571428571428572,0,1.33
LN05251,42873.72,64727.12,10.5,2,1.51
LN05252,58117.14,35774.53,0.0,0,0.62
LN05253,42121.47,57803.94,4.0,0,1.37
LN05254,77315.14,87088.48,4.125,1,1.13
LN05255,125862.05,88250.32,6.583333333333333,1,0.7
LN05256,115895.95999999999,115629.01999999999,8.625,1,1.0
LN05257,130219.4,118948.54000000001,2.909090909090909,2,0.91
LN05258,125426.16,91464.54000000001,6.0,2,0.73
LN05259,102945.29,77884.17,7.571428571428571,1,0.76
LN05260,132730.95,80990.06,2.111111111111111,0,0.61
LN05261,92484.21,94652.75,11.25,3,1.02
LN05262,72052.02,82699.56,6.125,1,1.15
LN05263,99893.31,128709.4,7.2727272727272725,2,1.29
LN05264,28369.15,11287.310000000001,3.0,0,0.4
LN05266,90187.47,88708.59999999999,4.875,1,0.98
LN05267,98957.17,95337.95999999999,10.857142857142858,2,0.96
LN05268,81037.04,111961.55,10.0,3,1.38
LN05269,109815.70999999999,87373.3,7.2,2,0.8
LN05270,36438.25,35981.83,1.0,0,0.99
LN05271,46657.380000000005,58912.020000000004,2.1666666666666665,0,1.26
LN05272,31811.07,74185.87000000001,10.5,2,2.33
LN05273,43277.05,39384.94,2.5,0,0.91
LN05274,81668.69,70072.13,8.75,2,0.86
LN05275,121187.43,144635.25,5.5,1,1.19
LN05276,67401.29000000001,107378.97,9.3,2,1.59
LN05277,85993.07,94467.99,6.666666666666667,2,1.1
LN05278,177689.94,149423.68,0.8125,2,0.84
LN05279,44092.07,50984.51,5.0,0,1.16
LN05280,88548.22,76565.94,5.714285714285714,1,0.86
LN05281,88643.52,53231.63,16.625,4,0.6
LN05282,59009.39,74468.56999999999,7.0,1,1.26
LN05283,94169.37,81617.23,17.875,4,0.87
LN05284,88378.31999999999,62027.81,3.2857142857142856,0,0.7
LN05285,82946.73999999999,98487.09,3.25,0,1.19
LN05286,78912.35,101195.35,3.625,0,1.28
LN05287,104551.69,121545.41,11.666666666666666,3,1.16
LN05288,72943.68,84107.59,6.142857142857143,1,1.15
LN05289,66192.71,102061.72,2.142857142857143,0,1.54
LN05290,66727.95,50371.39,5.0,1,0.75
LN05291,67958.92,55524.98,11.428571428571429,2,0.82
LN05292,109427.04000000001,115529.82,2.909090909090909,0,1.06
LN05293,85701.19,87467.54000000001,4.875,1,1.02
LN05294,68716.26,59413.48,7.2,1,0.86
LN05295,12233.77,11883.6,0.0,0,0.97
LN05296,107783.03,100043.97,3.9,0,0.93
LN05297,60390.82,45347.5,0.0,0,0.75
LN05298,41060.86,38936.56,0.75,0,0.95
LN05299,77667.29000000001,81834.41,5.75,1,1.05
LN05300,112114.91,92692.91,9.125,2,0.83
LN05301,42343.94,40433.08,0.0,0,0.95
LN05302,87366.16,88597.96,5.0,1,1.01
LN05303,136114.94,106382.3,1.7272727272727273,0,0.78
LN05304,52447.950000000004,61169.19,7.666666666666667,1,1.17
LN05305,43672.95,60005.770000000004,3.8,0,1.37
LN05306,66232.7,60418.93,2.6,0,0.91
LN05307,62912.04,37534.24,2.6,0,0.6
LN05308,22927.010000000002,43231.72,3.3333333333333335,0,1.89
LN05309,73057.94,74929.19,4.285714285714286,1,1.03
LN05310,108481.98,85868.57,2.3,0,0.79
LN05311,126511.41,109091.82,5.833333333333333,1,0.86
LN05312,111229.32,107420.76,6.2727272727272725,1,0.97
LN05313,12992.1,14952.05,1.5,0,1.15
LN05314,97186.76000000001,87051.34,4.5,0,0.9
LN05315,131677.21,118885.38,13.909090909090908,4,0.9
LN05316,52609.15,50459.59,10.0,1,0.96
LN05317,58408.65,121194.06,6.666666666666667,1,2.07
LN05318,69159.42,76834.41,5.555555555555555,1,1.11
LN05319,77369.72,148996.88999999998,1.9166666666666667,0,1.93
LN05320,95519.91,115704.73999999999,7.0,2,1.21
LN05321,13738.56,15536.54,10.0,0,1.13
LN05322,79355.7,59265.409999999996,0.75,0,0.75
LN05323,36336.81,42558.32,10.0,1,1.17
LN05324,62013.55,58734.240000000005,8.0,1,0.95
LN05325,57017.990000000005,49741.71000000001,12.5,1,0.87
LN05326,95448.62999999999,133330.63,10.272727272727273,3,1.4
LN05327,53146.1,49655.91,8.0,1,0.93
LN05328,71542.02,87201.78,6.142857142857143,1,1.22
LN05329,80072.51,49269.0,7.571428571428571,1,0.62
LN05330,111879.96,82245.37,11.11111111111111,3,0.74
LN05331,132033.34,109054.27,6.3076923076923075,2,0.83
LN05332,49300.88,61734.5,0.6,0,1.25
LN05333,19403.129999999997,55001.53999999999,10.75,1,2.83
LN05334,104710.75,79672.09,17.0,5,0.76
LN05335,119996.34,95732.79000000001,9.125,2,0.8
LN05336,60563.909999999996,62381.7,10.0,1,1.03
LN05337,30182.33,23574.62,1.0,0,0.78
LN05338,96244.26,133729.02000000002,10.25,3,1.39
LN05339,132401.95,138460.63,9.923076923076923,4,1.05
LN05340,35942.08,32615.660000000003,20.0,2,0.91
LN05341,73666.9,74806.23,6.666666666666667,1,1.02
LN05342,109938.91,77533.65000000001,1.7272727272727273,0,0.71
LN05343,55016.240000000005,35594.87,0.75,0,0.65
LN05344,49834.51,72904.16,5.571428571428571,1,1.46
LN05345,82521.59999999999,91967.70000000001,3.6666666666666665,1,1.11
LN05346,62411.32,86302.83,11.285714285714286,2,1.38
LN05347,169599.3,143466.13999999998,2.769230769230769,0,0.85
LN05348,88785.71,86769.68,4.875,1,0.98
LN05349,92436.08,77937.57,13.333333333333334,4,0.84
LN05350,63152.06,75569.63,3.2857142857142856,0,1.2
LN05351,73684.15,67503.58,2.6,0,0.92
LN05352,43209.09,79754.49,5.5,1,1.85
LN05353,189585.04,151291.88,8.214285714285714,3,0.8
LN05354,52021.46,48150.39,7.2,1,0.93
LN05355,23166.79,11843.32,5.0,0,0.51
LN05356,49496.03,55353.15,15.0,1,1.12
LN05357,74956.15,64167.36,7.571428571428571,1,0.86
LN05358,38841.34,45109.99,7.8,1,1.16
LN05359,67795.91,72729.7,0.6,0,1.07
LN05360,147386.4,154024.69,3.0714285714285716,0,1.05
LN05361,71481.73000000001,49632.43,2.2857142857142856,0,0.69
LN05362,78854.73,64871.48,9.0,2,0.82
LN05363,115762.28,103148.84,13.272727272727273,4,0.89
LN05364,49408.96,41912.97,5.0,0,0.85
LN05365,111423.84,112536.20999999999,10.272727272727273,3,1.01
LN05366,141029.71,133671.62,5.615384615384615,2,0.95
LN05367,73471.78,81300.05,10.25,2,1.11
LN05368,157088.4,180927.0,7.571428571428571,2,1.15
LN05369,41452.55,40356.520000000004,5.0,0,0.97
LN05370,107396.98999999999,126301.61,6.333333333333333,2,1.18
LN05371,117553.2,130704.39,7.9,1,1.11
LN05372,160648.47,130971.37,3.7142857142857144,1,0.82
LN05373,60404.240000000005,73459.3,6.571428571428571,1,1.22
LN05374,33209.45,40980.91,10.0,1,1.23
LN05375,133468.58000000002,146901.66,8.692307692307692,3,1.1
LN05376,147490.08,159204.51,3.0625,0,1.08
LN05377,35593.04,46927.369999999995,8.25,1,1.32
LN05378,119119.2,121472.98,3.0,0,1.02
LN05379,64427.270000000004,86078.84,5.5,1,1.34
LN05380,26516.18,20909.54,30.0,2,0.79
LN05381,98173.48,67332.93,2.0,0,0.69
LN05382,80151.09,117544.95000000001,0.375,2,1.47
LN05383,63649.22,44226.5,0.5,0,0.69
LN05384,72784.47,58890.31,14.6,2,0.81
LN05385,68195.04999999999,75158.95999999999,7.571428571428571,1,1.1
LN05386,87198.43,63041.0,15.0,2,0.72
LN05387,103491.81,120089.15,13.333333333333334,4,1.16
LN05388,88286.19,83471.55,14.444444444444445,4,0.95
LN05389,82366.98,108208.03,8.444444444444445,2,1.31
LN05390,91414.82,66500.41,11.777777777777779,3,0.73
LN05391,66784.77,81843.05,8.75,2,1.23
LN05392,172156.56,133452.4,4.214285714285714,1,0.78
LN05393,99436.70999999999,88181.93,7.333333333333333,2,0.89
LN05394,96800.76,79031.77,1.625,0,0.82
LN05395,56295.969999999994,31739.29,9.0,1,0.56
LN05396,90418.31,89972.76,3.3,0,1.0
LN05397,47910.96,48716.9,8.6,1,1.02
LN05398,136860.83000000002,150255.05,7.357142857142857,3,1.1
LN05399,81164.08,120325.95,8.3,2,1.48
LN05400,31595.22,62070.85,5.2,0,1.96
LN05401,89122.34,52817.619999999995,7.166666666666667,1,0.59
LN05402,87404.05,60881.64,8.833333333333334,1,0.7
LN05403,74395.42,70888.69,6.571428571428571,1,0.95
LN05404,101090.69,125217.8,6.6,1,1.24
LN05405,87789.33,82986.67,13.75,3,0.95
LN05406,34718.7,39972.3,10.0,1,1.15
LN05407,123014.72,83416.03,10.272727272727273,3,0.68
LN05408,95905.21,109025.7,4.777777777777778,1,1.14
LN05409,121527.16,73960.24,0.75,0,0.61
LN05410,99234.95,60568.11,16.666666666666668,3,0.61
LN05411,120788.92,96300.43,5.444444444444445,1,0.8
LN05412,47031.090000000004,76354.35,4.571428571428571,0,1.62
LN05413,7044.75,9364.64,15.0,1,1.33
LN05414,23578.51,50802.57,0.75,0,2.15
LN05415,104117.63,92113.83,7.777777777777778,2,0.88
LN05416,29334.83,64527.719999999994,6.142857142857143,1,2.2
LN05417,91179.1,72999.73,6.142857142857143,1,0.8
LN05418,87953.65,100158.61,8.444444444444445,1,1.14
LN05419,64893.71,56476.0,1.7142857142857142,0,0.87
LN05420,53335.810000000005,49033.83,3.25,0,0.92
LN05421,77296.64,123289.29000000001,7.9,2,1.6
LN05422,80200.33,105679.57,2.5,0,1.32
LN05423,77938.06,49442.16,5.0,1,0.63
LN05424,41300.0,35108.95,10.0,1,0.85
LN05425,99189.67,84296.89,3.909090909090909,1,0.85
LN05426,39934.41,28335.079999999998,3.3333333333333335,0,0.71
LN05427,37994.29,50588.17,6.6,1,1.33
LN05428,42241.130000000005,66382.87,10.5,2,1.57
LN05429,39787.59,28556.71,10.75,1,0.72
LN05430,118380.77,123668.59999999999,3.272727272727273,0,1.04
LN05431,29946.980000000003,45254.81,3.25,0,1.51
LN05432,83071.14,92162.37,0.0,0,1.11
LN05433,81290.97,89935.99,5.142857142857143,0,1.11
LN05434,84085.01,93920.26,11.777777777777779,3,1.12
LN05435,101983.72,93168.13,9.222222222222221,2,0.91
LN05436,106534.36,121855.52,1.4545454545454546,0,1.14
LN05437,69552.36,108272.20000000001,13.25,3,1.56
LN05438,65063.810000000005,74814.41,6.6,1,1.15
LN05439,159702.28,149611.43,5.466666666666667,1,0.94
LN05440,78359.8,56317.33,2.875,0,0.72
LN05441,81981.37,124379.55,9.222222222222221,2,1.52
LN05442,79403.65,53065.94,5.75,1,0.67
LN05443,78192.52,55337.990000000005,5.142857142857143,1,0.71
LN05444,101802.78,96454.63,4.3,1,0.95
LN05445,52953.99,52107.64,3.3333333333333335,0,0.98
LN05446,56860.62,41494.05,11.666666666666666,2,0.73
LN05447,120934.43,86091.34999999999,8.11111111111111,2,0.71
LN05448,83468.34,106784.64,4.5,1,1.28
LN05449,94304.36,103797.75,7.0,1,1.1
