loan_id,customer_id,branch_id,loan_type,application_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag
LN03493,CUST02179,BR021,Personal,2026-02-09,338584.22,11.07,120,387,Rejected,0
LN02200,CUST07340,BR030,Personal,2025-04-20,204604.72,12.12,60,788,Defaulted,1
LN00251,CUST09888,BR022,Personal,2025-11-22,414548.25,14.78,36,500,Defaulted,1
LN04911,CUST00143,BR014,Personal,2025-10-08,210578.05,13.34,120,831,Rejected,0
LN05569,CUST08979,BR036,Personal,2025-02-26,182717.52,9.26,24,709,Defaulted,1
LN05594,CUST07088,BR030,Vehicle,2024-09-16,432404.92,11.85,36,458,Closed,0
LN05368,CUST03340,BR044,Education,2025-12-31,240934.47,14.06,12,729,Active,0
LN02939,CUST09370,BR016,Education,2026-04-28,-239461.4,12.5,12,759,Rejected,0
LN03763,CUST03490,BR028,Personal,2026-07-23,123403.95,16.13,36,559,Defaulted,1
LN00833,CUST09361,BR009,Personal,2025-10-25,120902.11,8.7,36,659,Rejected,0
LN04866,CUST09141,BR028,Education,2026-04-12,158102.2,16.86,60,491,Active,0
LN02971,CUST08556,BR007,Home,2025-01-04,247523.27,7.03,24,597,Closed,0
LN01085,CUST07186,BR019,Home,2025-10-31,233920.38,17.6,12,576,Approved,0
LN00800,CUST04621,BR044,Education,2025-07-03,238323.71,14.24,60,744,Rejected,0
LN04464,CUST09940,BR047,Vehicle,2026-03-09,436797.0,16.93,60,812,Approved,0
LN03207,CUST06361,BR020,Personal,2025-10-26,231484.06,16.57,24,425,Defaulted,1
LN05074,CUST05231,BR024,Education,2026-02-13,245961.16,17.16,60,524,Rejected,0
LN00612,CUST06190,BR041,Education,2025-01-25,484620.77,14.6,12,560,Defaulted,1
LN04927,CUST07135,BR006,Vehicle,2026-01-16,88294.93,10.21,12,514,Approved,0
LN02202,CUST06230,BR047,Home,2024-12-10,128355.98,14.07,24,825,Rejected,0
LN03705,CUST09533,BR015,Home,2025-12-29,488353.32,12.14,36,825,Defaulted,1
LN02032,CUST00340,BR017,Home,2026-03-28,486303.99,14.22,60,752,Rejected,0
LN05316,CUST05452,BR008,Vehicle,2026-09-06,262417.46,10.9,24,596,Approved,0
LN02842,CUST00593,BR005,Education,2025-06-23,176820.84,7.42,36,563,Rejected,0
LN03377,CUST06353,BR020,Personal,2025-03-07,254838.42,15.27,24,660,Rejected,0
LN01886,CUST00105,BR035,Personal,2024-12-11,300402.74,14.63,24,560,Closed,0
LN03057,CUST07742,BR008,Personal,2024-12-28,267106.7,9.27,12,828,Closed,0
LN01027,CUST04662,BR032,Vehicle,2025-11-29,203356.43,10.03,120,757,Active,0
LN03712,CUST05633,BR029,Education,2025-02-15,419021.6,13.91,120,310,Rejected,0
LN00419,CUST07004,BR032,Home,2024-10-25,423758.75,11.39,60,740,Defaulted,1
LN00873,CUST06316,BR002,Vehicle,2025-03-09,331241.04,17.87,60,300,Closed,0
LN04342,CUST04143,BR016,Personal,2026-05-31,187129.33,17.6,24,343,Active,0
LN05080,CUST01644,BR009,Education,2024-09-09,292626.96,17.96,24,844,Closed,0
LN01836,CUST00454,BR032,Education,2025-05-02,147393.15,7.1,120,632,Defaulted,1
LN05982,CUST02148,BR021,Vehicle,2025-06-06,201884.92,11.95,36,417,Closed,0
LN04017,CUST09277,BR003,Vehicle,2025-07-20,235649.49,17.64,120,562,Rejected,0
LN02361,CUST03586,BR029,Personal,2026-01-27,480368.92,10.07,36,385,Rejected,0
LN04330,CUST03103,BR041,Personal,2025-10-06,166579.04,16.89,12,485,Closed,0
LN01291,CUST06737,BR035,Home,2026-02-25,426276.44,14.33,120,659,Approved,0
LN05358,CUST06280,BR044,Home,2026-08-14,183909.74,15.84,60,442,Defaulted,1
LN00046,CUST09555,BR032,Personal,2025-01-06,20370.27,12.83,12,683,Active,0
LN02773,CUST04875,BR020,Personal,2026-03-26,464089.29,7.41,120,380,Approved,0
LN00551,CUST07241,BR016,Personal,2024-12-18,335543.95,16.58,120,472,Approved,0
LN00777,CUST00523,BR001,Personal,2025-03-09,374431.04,15.58,60,881,Closed,0
LN00536,CUST02156,BR023,Home,2025-09-22,85447.43,15.36,36,681,Closed,0
LN02403,CUST02097,BR023,Personal,2025-05-25,332122.59,7.79,36,595,Defaulted,1
LN04967,CUST05672,BR039,Vehicle,2025-07-27,196155.68,11.96,12,516,Defaulted,1
LN03001,CUST02834,BR014,Vehicle,2025-12-03,237541.46,10.67,12,309,Rejected,0
LN00112,CUST03840,BR019,Personal,2025-03-17,357203.77,11.19,120,482,Rejected,0
LN05811,CUST05077,BR005,Education,2026-03-26,49979.9,11.0,60,865,Rejected,0
LN00794,CUST00055,BR002,Vehicle,2026-07-28,290832.68,15.97,12,825,Rejected,0
LN03443,CUST01196,BR014,Personal,2025-11-23,24229.55,13.64,36,610,Rejected,0
LN05973,CUST01364,BR000,Vehicle,2025-06-24,99493.1,6.07,24,376,Active,0
LN05489,CUST03553,BR031,Personal,2025-12-29,219213.53,16.38,36,560,Approved,0
LN01969,CUST05472,BR049,Education,2026-02-01,460991.02,7.97,120,701,Closed,0
LN04886,CUST09107,BR005,Personal,2025-05-10,67066.75,9.66,120,625,Closed,0
LN05500,CUST01871,BR009,Home,2025-05-17,402200.93,8.46,60,701,Active,0
LN02153,CUST00671,BR031,Vehicle,2024-11-12,208705.37,10.67,60,503,Closed,0
LN04155,CUST05395,BR039,Education,2025-04-04,26266.28,8.19,12,641,Active,0
LN01358,CUST01828,BR039,Vehicle,2024-09-28,260628.52,15.87,24,553,Rejected,0
LN05301,CUST08226,BR031,Vehicle,2026-05-17,218283.41,9.84,24,596,Approved,0
LN01933,CUST05010,BR047,Personal,2024-09-28,102567.79,14.33,60,423,Rejected,0
LN01668,CUST00956,BR018,Personal,2025-01-08,65981.74,17.96,120,748,Rejected,0
LN04193,CUST07086,BR030,Home,2025-05-17,359349.82,7.16,36,648,Rejected,0
LN03917,CUST03630,BR016,Education,2025-11-09,213736.56,14.71,36,402,Active,0
LN03374,CUST07557,BR012,Education,2025-10-25,35107.38,9.76,120,593,Defaulted,1
LN03114,CUST09101,BR033,Vehicle,2025-12-05,445159.39,6.44,60,573,Active,0
LN01376,CUST00936,BR004,Home,2025-09-08,31174.71,15.63,24,718,Rejected,0
LN05615,CUST00913,BR023,Education,2026-07-24,390303.69,11.2,24,313,Rejected,0
LN01245,CUST03549,BR039,Vehicle,2025-11-19,296618.7,7.12,24,693,Active,0
LN04214,CUST01857,BR032,Personal,2025-04-04,252781.07,10.88,24,521,Approved,0
LN01013,CUST07196,BR020,Personal,2025-12-22,363735.69,13.53,24,831,Closed,0
LN04732,CUST02053,BR032,Personal,2026-03-03,491678.05,7.28,24,554,Approved,0
LN03936,CUST04236,BR019,Vehicle,2026-03-21,454785.42,10.57,24,692,Closed,0
LN04100,CUST04500,BR034,Education,2025-07-07,44913.82,15.22,120,875,Active,0
LN01813,CUST05704,BR005,Home,2025-09-09,174174.09,11.32,120,678,Rejected,0
LN04139,CUST00991,BR018,Vehicle,2025-06-26,280377.13,12.31,120,842,Defaulted,1
LN00503,CUST07357,BR008,Home,2026-05-27,141984.89,14.24,24,751,Rejected,0
LN04055,CUST03340,BR005,Vehicle,2025-10-23,458259.42,15.31,12,346,Closed,0
LN03652,CUST04690,BR047,Personal,2025-07-02,248141.69,6.31,36,507,Active,0
LN05137,CUST04815,BR034,Vehicle,2025-08-28,40502.79,14.87,24,338,Approved,0
LN00349,CUST06971,BR038,Home,2026-03-27,199706.14,6.77,36,513,Rejected,0
LN05554,CUST07675,BR017,Personal,2026-03-28,163161.62,9.65,36,669,Defaulted,1
LN05903,CUST03791,BR042,Home,2025-03-04,363894.3,13.06,24,564,Active,0
LN02910,CUST09783,BR011,Vehicle,2025-10-08,249099.24,8.47,120,814,Rejected,0
LN05177,CUST00390,BR006,Home,2026-01-31,274976.43,6.12,60,557,Defaulted,1
LN02426,CUST03384,BR002,Personal,2025-05-06,19456.57,16.92,24,619,Active,0
LN05041,CUST05229,BR008,Home,2026-03-31,122415.15,16.2,12,587,Closed,0
LN04459,CUST09074,BR035,Vehicle,2025-08-23,129288.36,12.33,12,588,Defaulted,1
LN00902,CUST02824,BR009,Education,2025-12-05,299917.72,16.83,12,695,Closed,0
LN02216,CUST04531,BR038,Vehicle,2026-02-08,371369.85,16.66,60,813,Closed,0
LN05206,CUST03622,BR032,Personal,2024-11-12,279498.77,14.87,120,372,Rejected,0
LN01689,CUST07904,BR038,Personal,2025-06-13,101413.38,8.64,36,485,Defaulted,1
LN02909,CUST06564,BR047,Vehicle,2025-06-15,39389.84,11.04,24,650,Approved,0
LN01716,CUST06430,BR024,Education,2025-03-05,184712.55,11.81,12,863,Rejected,0
LN04573,CUST04059,BR000,Vehicle,2025-11-21,357954.34,7.39,12,710,Approved,0
LN04087,CUST01230,BR027,Home,2026-06-07,48271.11,15.34,36,476,Rejected,0
LN04307,CUST03136,BR029,Personal,2026-05-19,29174.8,14.6,36,395,Approved,0
LN05512,CUST01514,BR047,Education,2026-07-08,476540.7,12.59,36,653,Closed,0
LN01535,CUST05390,BR005,Home,2025-03-08,458290.41,7.55,24,855,Approved,0
LN02915,CUST07611,BR049,Education,2024-12-24,435028.02,6.21,24,410,Approved,0
LN03552,CUST02708,BR021,Education,2026-03-07,360015.81,14.71,12,547,Defaulted,1
LN05352,CUST01819,BR005,Personal,2025-07-02,328102.75,17.73,36,672,Closed,0
LN02735,CUST01348,BR027,Vehicle,2025-11-03,439450.34,11.08,120,590,Defaulted,1
LN03465,CUST04369,BR042,Personal,2025-01-12,301732.95,11.59,120,494,Active,0
LN01248,CUST06667,BR006,Home,2025-03-19,442173.92,10.16,24,389,Closed,0
LN00538,CUST05161,BR049,Vehicle,2026-08-12,317809.48,14.78,12,870,Active,0
LN05822,CUST02657,BR043,Education,2025-04-10,62586.14,12.93,60,339,Approved,0
LN01841,CUST04806,BR034,Home,2026-07-29,332311.42,16.23,12,831,Approved,0
LN02046,CUST05435,BR016,Education,2026-06-16,432166.5,16.23,60,855,Closed,0
LN01495,CUST08476,BR024,Vehicle,2025-04-10,479812.47,12.68,36,376,Defaulted,1
LN05042,CUST02237,BR033,Personal,2026-07-28,87282.96,8.59,36,816,Closed,0
LN02664,CUST07568,BR029,Education,2024-11-13,431327.22,9.07,24,437,Closed,0
LN05380,CUST07116,BR039,Home,2025-07-02,230174.67,12.19,24,479,Rejected,0
LN04408,CUST07446,BR015,Vehicle,2025-02-15,112990.7,13.1,36,849,Rejected,0
LN04146,CUST00067,BR020,Education,2024-11-13,132745.7,11.93,120,879,Approved,0
LN03624,CUST07032,BR034,Home,2025-02-24,137807.23,8.17,12,837,Closed,0
LN01309,CUST02983,BR014,Personal,2026-05-15,271523.12,11.99,24,436,Approved,0
LN00202,CUST00197,BR007,Education,2024-12-03,152335.99,14.57,36,756,Defaulted,1
LN01865,CUST06570,BR005,Personal,2025-04-13,126283.94,12.13,60,508,Approved,0
LN04784,CUST01048,BR033,Vehicle,2026-07-19,107628.52,12.64,120,584,Defaulted,1
LN01846,CUST01440,BR034,Vehicle,2025-06-23,226810.75,10.86,36,614,Rejected,0
LN03796,CUST01551,BR032,Home,2024-12-29,184286.82,12.51,60,561,Active,0
LN04578,CUST04440,BR000,Education,2025-04-22,387354.71,6.98,24,466,Active,0
LN01748,CUST01939,BR024,Home,2026-08-15,131101.08,14.91,24,513,Rejected,0
LN05697,CUST05607,BR001,Education,2026-06-09,198711.28,13.45,60,590,Defaulted,1
LN01426,CUST99999,BR047,Education,2024-10-20,263974.41,9.81,24,438,Approved,0
LN03544,CUST00205,BR012,Home,2024-12-20,106029.57,8.59,24,485,Closed,0
LN01203,CUST04124,BR011,Vehicle,2026-03-11,384636.22,12.18,36,662,Rejected,0
LN03061,CUST09134,BR037,Education,2025-05-14,396796.02,9.3,60,690,Active,0
LN02825,CUST00987,BR020,Vehicle,2025-08-14,276684.42,12.11,24,786,Defaulted,1
LN01383,CUST02736,BR032,Education,2025-12-06,490464.75,14.71,12,416,Closed,0
LN04180,CUST03716,BR010,Home,2025-11-14,231301.98,16.64,12,371,Active,0
LN04142,CUST01258,BR043,Vehicle,2026-02-17,98729.54,17.74,24,720,Defaulted,1
LN00961,CUST05408,BR048,Vehicle,2025-01-27,116080.38,15.13,36,641,Rejected,0
LN01298,CUST01466,BR049,Vehicle,2026-03-11,114596.14,6.82,36,410,Rejected,0
LN02505,CUST03137,BR015,Vehicle,2026-02-15,331877.68,9.42,60,499,Approved,0
LN02621,CUST09172,BR032,Education,2026-09-08,381750.2,13.27,36,732,Defaulted,1
LN02149,CUST08433,BR013,Vehicle,2025-05-17,386441.41,6.29,120,571,Defaulted,1
LN03512,CUST07415,BR027,Education,2025-11-26,-64064.04,12.18,36,365,Defaulted,1
LN04202,CUST04875,BR004,Vehicle,2026-03-25,143923.06,9.86,120,731,Approved,0
LN02326,CUST02979,BR034,Education,2026-05-19,450359.6,11.56,12,501,Defaulted,1
LN01556,CUST02946,BR012,Vehicle,2025-10-03,240565.33,12.52,36,657,Approved,0
LN03089,CUST01088,BR048,Home,2026-08-09,279741.31,11.23,120,355,Active,0
LN04121,CUST00956,BR002,Personal,2024-11-06,241075.47,9.51,12,705,Defaulted,1
LN02921,CUST08767,BR044,Vehicle,2025-11-12,214149.61,13.08,36,748,Rejected,0
LN03794,CUST99999,BR030,Education,2026-07-06,206288.79,17.97,12,890,Active,0
LN05040,CUST04571,BR049,Education,2025-04-04,325228.91,14.2,12,359,Closed,0
LN04474,CUST05831,BR004,Home,2024-11-26,201413.92,13.33,60,894,Defaulted,1
LN03964,CUST09288,BR008,Home,2025-02-24,204316.22,13.78,60,754,Active,0
LN01403,CUST05016,BR001,Home,2026-02-04,29609.62,8.46,60,696,Defaulted,1
LN00051,CUST00775,BR025,Home,2024-11-19,28077.71,12.84,60,565,Rejected,0
LN04331,CUST02440,BR025,Home,2026-08-26,84079.63,12.99,120,886,Rejected,0
LN02576,CUST08804,BR031,Personal,2026-08-31,286858.71,17.44,120,889,Rejected,0
LN00969,CUST02336,BR034,Home,2025-05-28,199953.35,10.39,120,350,Closed,0
LN01206,CUST05415,BR016,Education,2025-04-09,64266.77,13.71,24,594,Closed,0
LN01419,CUST03020,BR030,Vehicle,2026-06-10,477250.39,8.16,12,650,Approved,0
LN02553,CUST06710,BR007,Personal,2026-03-14,166498.22,16.45,120,679,Defaulted,1
LN00451,CUST06303,BR048,Education,2024-11-10,208113.09,6.76,120,823,Active,0
LN01266,CUST02421,BR000,Education,2025-12-09,393975.14,7.12,24,646,Active,0
LN02311,CUST09476,BR023,Education,2025-11-20,311982.98,15.57,12,451,Active,0
LN05045,CUST06394,BR043,Personal,2026-08-07,361996.51,8.06,12,733,Rejected,0
LN03078,CUST06337,BR002,Education,2025-03-19,15884.49,9.95,24,870,Closed,0
LN01155,CUST08173,BR018,Vehicle,2026-02-05,383536.19,15.65,120,507,Active,0
LN04034,CUST08235,BR025,Personal,2025-07-19,491749.52,6.12,120,656,Closed,0
LN03221,CUST07122,BR018,Vehicle,2025-05-04,401103.69,17.45,60,549,Defaulted,1
LN04126,CUST07002,BR020,Home,2025-12-14,28579.3,9.13,60,645,Defaulted,1
LN01771,CUST05342,BR034,Vehicle,2025-04-25,36927.19,17.95,120,369,Rejected,0
LN02242,CUST08843,BR019,Education,2025-05-18,338164.27,14.72,120,885,Rejected,0
LN02771,CUST03736,BR014,Education,2026-05-23,256996.72,6.44,12,678,Approved,0
LN00418,CUST00580,BR033,Vehicle,2025-11-03,185281.21,16.58,12,377,Closed,0
LN04629,CUST04117,BR015,Education,2024-12-08,57477.16,13.37,24,450,Approved,0
LN04479,CUST07282,BR021,Education,2025-06-19,275663.26,7.55,24,682,Approved,0
LN00471,CUST08945,BR001,Home,2025-08-29,312074.89,12.56,12,817,Active,0
LN03741,CUST08801,BR038,Vehicle,2026-03-30,423123.88,11.47,36,741,Defaulted,1
LN00027,CUST99999,BR005,Vehicle,2026-03-18,186004.77,9.63,120,574,Closed,0
LN01805,CUST09519,BR046,Personal,2025-06-30,138603.59,10.43,12,829,Closed,0
LN04420,CUST00886,BR018,Personal,2025-04-29,432961.8,11.15,24,307,Active,0
LN01260,CUST08407,BR023,Education,2025-06-30,249394.97,9.99,36,876,Rejected,0
LN00022,CUST09274,BR023,Home,2025-10-05,59082.97,16.26,36,567,Rejected,0
LN01606,CUST00089,BR020,Vehicle,2026-08-24,142529.86,14.8,120,577,Closed,0
LN01811,CUST08133,BR013,Personal,2026-02-14,201753.09,11.46,12,553,Closed,0
LN05671,CUST05565,BR025,Personal,2025-07-22,284913.88,17.05,24,836,Closed,0
LN01528,CUST07424,BR023,Vehicle,2025-05-15,32162.52,14.59,12,686,Approved,0
LN02379,CUST06256,BR001,Education,2025-01-20,329467.12,10.16,60,628,Closed,0
LN03554,CUST08463,BR032,Personal,2026-08-17,151875.95,14.45,36,856,Active,0
LN02807,CUST02866,BR020,Personal,2026-05-15,497969.65,16.96,12,759,Rejected,0
LN04210,CUST08281,BR017,Vehicle,2026-02-22,72556.65,18.0,120,697,Active,0
LN00633,CUST03719,BR007,Education,2026-07-06,164127.59,7.74,36,891,Defaulted,1
LN00692,CUST00716,BR049,Vehicle,2025-08-12,115616.21,15.56,120,757,Closed,0
LN01104,CUST03462,BR033,Vehicle,2026-04-13,415983.9,7.13,36,420,Rejected,0
LN01515,CUST07027,BR032,Vehicle,2026-07-12,443864.99,16.95,60,315,Approved,0
LN02951,CUST02172,BR035,Education,2025-10-14,177626.55,17.31,60,813,Active,0
LN01919,CUST09852,BR038,Vehicle,2026-08-08,35809.93,7.26,60,317,Closed,0
LN00177,CUST01636,BR033,Home,2026-05-16,96796.37,17.66,120,340,Defaulted,1
LN02563,CUST04943,BR013,Education,2025-08-22,234869.1,8.32,24,490,Defaulted,1
LN02023,CUST01012,BR007,Home,2025-08-24,362406.31,12.18,120,322,Rejected,0
LN01213,CUST04150,BR009,Personal,2026-01-16,460237.51,6.48,120,767,Active,0
LN04298,CUST01289,BR045,Personal,2025-02-17,464784.77,15.68,120,396,Approved,0
LN04749,CUST04906,BR020,Personal,2025-11-07,212523.16,11.87,24,485,Defaulted,1
LN05701,CUST01907,BR014,Education,2025-09-16,257032.76,7.55,12,683,Active,0
LN01591,CUST05791,BR048,Home,2025-06-30,25785.53,12.09,24,854,Active,0
LN02813,CUST01517,BR015,Education,2025-06-17,362555.81,9.56,60,461,Closed,0
LN02937,CUST07939,BR031,Education,2025-10-21,363523.77,7.68,24,486,Rejected,0
LN01731,CUST06099,BR042,Personal,2026-06-21,19967.01,15.86,120,730,Closed,0
LN03146,CUST02828,BR021,Personal,2025-06-16,41975.04,7.64,60,847,Rejected,0
LN01066,CUST03701,BR039,Home,2025-09-23,219329.48,10.28,120,526,Rejected,0
LN03090,CUST03363,BR009,Education,2025-01-10,160573.89,12.2,36,590,Closed,0
LN01183,CUST02074,BR012,Vehicle,2025-02-03,126167.87,17.83,36,658,Rejected,0
LN05019,CUST02364,BR003,Home,2024-12-09,424214.21,8.53,24,680,Approved,0
LN01422,CUST05068,BR028,Personal,2026-07-15,325911.25,7.64,120,423,Rejected,0
LN00367,CUST01148,BR001,Home,2024-11-05,59215.8,9.55,36,873,Defaulted,1
LN01931,CUST07000,BR029,Education,2026-02-03,403435.62,17.18,60,514,Rejected,0
LN05091,CUST03512,BR003,Vehicle,2025-01-02,478271.16,6.66,24,584,Closed,0
LN03271,CUST02100,BR011,Vehicle,2026-08-23,46984.18,8.95,120,640,Rejected,0
LN03010,CUST01140,BR025,Home,2026-06-24,350069.77,13.21,12,768,Active,0
LN02858,CUST07544,BR033,Personal,2025-01-30,285280.95,7.05,36,776,Closed,0
LN03632,CUST00999,BR022,Vehicle,2025-11-02,462565.31,7.11,24,359,Defaulted,1
LN04657,CUST06049,BR029,Education,2025-12-15,152910.06,12.72,60,380,Closed,0
LN05346,CUST02936,BR029,Personal,2025-08-10,241984.56,10.86,24,883,Approved,0
LN00287,CUST05895,BR019,Personal,2025-10-15,464012.99,8.02,60,441,Active,0
LN05589,CUST03432,BR024,Vehicle,2026-01-17,314809.16,13.03,24,735,Defaulted,1
LN02795,CUST04697,BR004,Vehicle,2025-08-18,484928.64,16.69,36,632,Closed,0
LN05706,CUST09080,BR045,Personal,2025-01-18,142161.33,11.02,120,838,Approved,0
LN02037,CUST09917,BR023,Education,2026-02-06,388674.2,17.68,12,440,Approved,0
LN02794,CUST04987,BR020,Home,2026-02-25,314228.35,17.38,24,869,Rejected,0
LN05464,CUST08488,BR003,Education,2025-11-22,135675.46,10.94,12,405,Defaulted,1
LN00321,CUST08319,BR039,Personal,2026-09-04,463060.14,10.73,120,639,Active,0
LN03462,CUST03674,BR003,Education,2026-05-29,59070.21,6.87,36,481,Active,0
LN02885,CUST06563,BR021,Education,2025-08-19,466900.71,8.47,60,856,Active,0
LN03162,CUST06555,BR005,Personal,2024-11-22,389676.42,7.6,36,545,Approved,0
LN03488,CUST00699,BR005,Home,2025-08-06,374675.28,12.18,120,620,Rejected,0
LN02606,CUST09587,BR007,Education,2024-12-24,57856.5,17.88,36,750,Rejected,0
LN02125,CUST03302,BR049,Home,2024-09-12,367736.83,17.65,36,666,Active,0
LN00996,CUST02443,BR033,Home,2026-06-21,318906.66,8.64,36,697,Defaulted,1
LN03435,CUST02369,BR019,Home,2026-04-12,125799.75,16.15,120,361,Active,0
LN02772,CUST06716,BR023,Education,2024-11-11,268077.79,11.23,120,757,Defaulted,1
LN04725,CUST08644,BR032,Education,2026-06-28,285599.98,9.38,120,886,Active,0
LN01889,CUST06787,BR048,Education,2025-08-27,376311.57,17.99,12,789,Defaulted,1
LN01494,CUST00686,BR047,Education,2024-11-01,275798.44,8.16,120,577,Defaulted,1
LN01388,CUST09041,BR024,Personal,2024-11-17,322279.36,14.66,60,776,Active,0
LN04621,CUST09828,BR046,Education,2025-08-23,275859.4,15.42,12,444,Active,0
LN01330,CUST08436,BR018,Home,2025-05-04,153241.46,14.29,36,735,Rejected,0
LN02262,CUST00685,BR022,Education,2026-07-16,460299.87,12.36,60,600,Closed,0
LN04685,CUST02402,BR009,Education,2025-03-20,190602.58,17.7,36,776,Active,0
LN03070,CUST04778,BR006,Personal,2025-11-18,332172.09,12.18,120,496,Defaulted,1
LN05878,CUST03129,BR004,Home,2026-07-22,144272.1,17.16,24,878,Rejected,0
LN02868,CUST02466,BR024,Education,2026-03-08,375670.37,7.01,120,579,Closed,0
LN03353,CUST01072,BR042,Vehicle,2026-04-11,276840.32,7.23,120,343,Defaulted,1
LN01541,CUST06573,BR034,Education,2026-04-09,166211.2,15.63,36,880,Closed,0
LN02199,CUST09047,BR028,Education,2025-03-25,487136.62,17.26,24,793,Closed,0
LN02631,CUST06980,BR036,Education,2024-12-11,410392.37,11.28,120,701,Rejected,0
LN00458,CUST05052,BR047,Vehicle,2026-09-04,316538.9,11.61,60,576,Rejected,0
LN05050,CUST03861,BR006,Home,2025-04-07,376931.2,12.77,24,551,Active,0
LN05950,CUST02121,BR031,Vehicle,2025-02-10,63351.99,11.44,120,656,Approved,0
LN00494,CUST02786,BR027,Vehicle,2025-06-22,403010.65,16.98,60,795,Active,0
LN00910,CUST08567,BR033,Vehicle,2025-09-13,163568.73,9.97,36,309,Closed,0
LN01570,CUST05463,BR000,Personal,2024-12-28,288721.18,9.26,120,697,Rejected,0
LN00018,CUST04555,BR031,Personal,2024-10-01,412350.58,12.27,24,740,Rejected,0
LN03927,CUST03552,BR045,Personal,2026-04-05,250657.88,12.73,36,389,Active,0
LN02358,CUST05036,BR011,Education,2026-08-15,422932.37,11.61,24,333,Closed,0
LN03981,CUST04637,BR041,Personal,2025-11-10,139649.61,6.59,60,884,Approved,0
LN02702,CUST07230,BR004,Personal,2025-11-06,444596.87,9.43,60,510,Active,0
LN01547,CUST08782,BR003,Home,2025-07-04,270738.73,14.85,36,592,Closed,0
LN01605,CUST07014,BR026,Education,2026-02-21,63620.9,8.1,24,768,Rejected,0
LN05984,CUST01552,BR012,Education,2025-01-13,242822.12,13.5,24,486,Defaulted,1
LN00541,CUST04729,BR002,Education,2024-10-17,178473.02,14.19,60,744,Approved,0
LN05403,CUST03197,BR015,Home,2026-08-17,428343.92,14.56,60,828,Defaulted,1
LN02005,CUST07123,BR000,Vehicle,2025-08-26,447468.74,14.23,60,690,Rejected,0
LN04942,CUST00194,BR014,Vehicle,2025-06-18,455138.64,15.05,60,577,Defaulted,1
LN01980,CUST07397,BR028,Vehicle,2026-02-22,250890.54,14.4,24,867,Approved,0
LN04316,CUST00776,BR022,Education,2025-03-23,440023.2,16.17,60,798,Active,0
LN00522,CUST00717,BR045,Education,2025-11-11,327763.82,10.48,60,345,Approved,0
LN04776,CUST07415,BR004,Personal,2025-02-12,475974.41,13.49,36,826,Defaulted,1
LN03108,CUST02014,BR025,Home,2024-11-16,71435.65,12.06,120,636,Approved,0
LN04676,CUST01939,BR019,Vehicle,2026-08-22,331507.15,16.16,120,761,Defaulted,1
LN00755,CUST06238,BR000,Home,2025-08-17,268376.58,13.95,24,814,Rejected,0
LN01527,CUST05626,BR022,Education,2026-09-02,138778.99,12.27,24,313,Defaulted,1
LN02940,CUST07597,BR005,Personal,2025-07-23,415558.86,15.53,36,409,Defaulted,1
LN02310,CUST05995,BR030,Personal,2026-07-25,490357.82,14.85,36,480,Rejected,0
LN03874,CUST99999,BR044,Education,2025-05-05,22962.71,17.1,12,823,Rejected,0
LN04169,CUST02217,BR046,Vehicle,2025-05-05,107912.25,9.19,60,724,Rejected,0
LN04862,CUST02965,BR033,Vehicle,2025-06-07,327313.46,13.8,24,621,Closed,0
LN05726,CUST07440,BR008,Education,2025-06-23,66177.42,12.95,60,451,Approved,0
LN05148,CUST07382,BR028,Vehicle,2025-09-03,448333.42,10.8,120,713,Rejected,0
LN03412,CUST08711,BR027,Personal,2025-03-07,405584.01,8.29,60,441,Approved,0
LN02609,CUST05569,BR013,Personal,2025-09-07,110408.86,15.93,120,438,Active,0
LN04775,CUST02017,BR013,Home,2025-08-06,32297.08,17.72,120,350,Active,0
LN01764,CUST02740,BR021,Home,2026-06-15,100730.87,12.09,24,692,Rejected,0
LN01775,CUST03249,BR011,Vehicle,2026-05-25,32467.49,10.2,60,808,Defaulted,1
LN02388,CUST01019,BR022,Vehicle,2025-01-09,456751.48,6.39,24,497,Rejected,0
LN00062,CUST06873,BR010,Home,2025-08-30,237293.96,12.18,36,521,Approved,0
LN00974,CUST01865,BR032,Vehicle,2026-04-15,224830.16,6.14,12,792,Defaulted,1
LN05511,CUST06191,BR000,Home,2025-10-21,494241.11,17.65,36,687,Approved,0
LN00801,CUST99999,BR020,Vehicle,2025-09-26,342728.21,8.64,24,369,Rejected,0
LN04365,CUST00052,BR031,Vehicle,2026-05-19,374651.19,11.21,60,458,Defaulted,1
LN05597,CUST05731,BR026,Personal,2025-03-20,25056.32,11.07,36,514,Closed,0
LN00781,CUST07240,BR018,Personal,2026-05-27,499362.26,6.66,120,817,Closed,0
LN04580,CUST01008,BR016,Vehicle,2025-04-09,487945.25,16.03,120,600,Approved,0
LN01217,CUST06212,BR005,Education,2024-11-26,428460.4,17.3,120,815,Defaulted,1
LN04961,CUST01269,BR035,Vehicle,2025-10-06,193425.16,12.76,24,738,Defaulted,1
LN05809,CUST09599,BR028,Education,2025-05-14,303922.2,15.1,24,683,Rejected,0
LN00395,CUST08311,BR049,Education,2024-09-09,95527.48,9.96,120,572,Defaulted,1
LN04091,CUST03940,BR002,Home,2026-08-30,10151.77,15.38,120,569,Closed,0
LN01412,CUST04133,BR002,Education,2025-03-23,340232.78,10.81,12,853,Closed,0
LN04403,CUST03129,BR005,Home,2025-06-05,354322.53,12.24,24,728,Approved,0
